As,Argmax_Model_Trees,Argmax_True_Trees,Argmax_Model_Mask,Argmax_True_Mask,Argmax_Model_Accuracy,Argmax_True_Accuracy,Random_Model_Trees,Random_True_Trees,Random_Model_Mask,Random_True_Mask,Random_Model_Accuracy,Random_True_Accuracy,Upwards_Model_Trees,Upwards_True_Trees,Upwards_Model_Mask,Upwards_True_Mask,Upwards_Model_Accuracy,Upwards_True_Accuracy,altUpwards_Model_Trees,altUpwards_True_Trees,altUpwards_Model_Mask,altUpwards_True_Mask,altUpwards_Model_Accuracy,altUpwards_True_Accuracy,Argmax_Model_Uniques,Argmax_Model_Valids_Uniques,Argmax_Model_Valids,Argmax_Model_Unique_Counts,Argmax_Model_Valid_Unique_Counts,Argmax_Model_Valid_Counts,Argmax_True_Uniques,Argmax_True_Valids_Uniques,Argmax_True_Valids,Argmax_True_Unique_Counts,Argmax_True_Valid_Unique_Counts,Argmax_True_Valid_Counts,Random_Model_Uniques,Random_Model_Valids_Uniques,Random_Model_Valids,Random_Model_Unique_Counts,Random_Model_Valid_Unique_Counts,Random_Model_Valid_Counts,Random_True_Uniques,Random_True_Valids_Uniques,Random_True_Valids,Random_True_Unique_Counts,Random_True_Valid_Unique_Counts,Random_True_Valid_Counts,Upwards_Model_Uniques,Upwards_Model_Valids_Uniques,Upwards_Model_Valids,Upwards_Model_Unique_Counts,Upwards_Model_Valid_Unique_Counts,Upwards_Model_Valid_Counts,Upwards_True_Uniques,Upwards_True_Valids_Uniques,Upwards_True_Valids,Upwards_True_Unique_Counts,Upwards_True_Valid_Unique_Counts,Upwards_True_Valid_Counts,altUpwards_Model_Uniques,altUpwards_Model_Valids_Uniques,altUpwards_Model_Valids,altUpwards_Model_Unique_Counts,altUpwards_Model_Valid_Unique_Counts,altUpwards_Model_Valid_Counts,altUpwards_True_Uniques,altUpwards_True_Valids_Uniques,altUpwards_True_Valids,altUpwards_True_Unique_Counts,altUpwards_True_Valid_Unique_Counts,altUpwards_True_Valid_Counts
[1 1 1 1 1 0 1 0 0 1 0 1 1 0 1 0 1 1 0 0 1 1 1 1 1],[0 0 4 4 1],[0 4 3 4 1],True,False,0.9375,0.890625,"[np.int64(3), np.int64(2), np.int64(0), np.int64(0), np.int64(4)]","[np.int64(1), np.int64(1), np.int64(1), np.int64(0), np.int64(2)]",False,False,0.0,0.0,[0 2 0 0 2],[0 0 4 4 1],True,True,0.875,0.75,[0. 0. 3. 4. 0.],[0. 2. 4. 0. 1.],True,False,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,0.0,0.0,1,0,0,1.0,0.04,0.04,25,1,1,1.0,0.0,0.0,25,0,0,0.8,0.45,0.56,20,9,14,0.84,0.5238095238095238,0.52,21,11,13,0.92,0.6521739130434783,0.68,23,15,17,0.88,0.6818181818181818,0.64,22,15,16
[0 0 1 1 1 1 1 0 0 0 1 1 0 1 1 1 0 1 1 1 0 0 0 1 1],[0 2 3 0 0],[0 2 3 0 3],True,True,0.9375,0.890625,"[np.int64(1), np.int64(1), np.int64(4), np.int64(3), np.int64(2)]","[np.int64(2), np.int64(0), np.int64(1), np.int64(4), np.int64(0)]",False,False,0.0,0.0,[0 2 0 0 0],[0 2 3 0 3],True,True,0.875,0.75,[0. 2. 0. 0. 2.],[0. 2. 3. 4. 2.],True,False,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.4,0.7,0.8,10,7,20,0.44,0.6363636363636364,0.6,11,7,15,0.52,0.6153846153846154,0.76,13,8,19,0.52,0.6153846153846154,0.76,13,8,19
[0 1 0 0 1 0 1 1 0 0 1 1 1 1 0 1 0 1 1 0 1 1 1 0 0],[0 0 1 2 0],[0 0 1 2 0],True,True,0.9375,0.890625,"[np.int64(3), np.int64(0), np.int64(3), np.int64(4), np.int64(3)]","[np.int64(3), np.int64(4), np.int64(1), np.int64(1), np.int64(3)]",False,False,0.0,0.0,[0 0 4 2 0],[0 4 1 2 0],True,True,0.875,0.75,[0. 0. 1. 2. 0.],[0. 4. 4. 2. 0.],True,True,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.36,0.5555555555555556,0.8,9,5,20,0.24,0.8333333333333334,0.8,6,5,20,0.24,0.6666666666666666,0.88,6,4,22,0.24,0.8333333333333334,0.8,6,5,20
[0 0 1 1 1 0 1 0 0 1 1 0 0 0 0 1 1 1 1 1 1 0 0 0 1],[0 3 0 0 0],[0 3 3 0 0],True,True,0.9375,0.890625,"[np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(3)]","[np.int64(3), np.int64(1), np.int64(2), np.int64(2), np.int64(2)]",False,False,0.0,0.0,[0 3 0 0 3],[0 3 0 0 1],True,True,0.875,0.75,[0. 3. 0. 0. 0.],[0. 3. 0. 0. 0.],True,True,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.28,0.8571428571428571,0.96,7,6,24,0.2,1.0,1.0,5,5,25,0.24,1.0,1.0,6,6,25,0.24,1.0,1.0,6,6,25
[1 0 0 0 0 1 0 1 0 0 0 1 1 0 0 1 1 1 1 0 0 0 0 0 1],[0 1 1 3 4],[0 1 1 3 4],True,True,0.9375,0.890625,"[np.int64(4), np.int64(2), np.int64(1), np.int64(2), np.int64(1)]","[np.int64(1), np.int64(0), np.int64(1), np.int64(0), np.int64(0)]",False,False,0.0,0.0,[0 1 1 3 4],[0 1 1 3 4],True,True,0.875,0.75,[0. 1. 1. 3. 4.],[0. 1. 1. 3. 4.],True,True,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.08,0.5,0.96,2,1,24,0.04,1.0,1.0,1,1,25,0.08,0.5,0.96,2,1,24,0.04,1.0,1.0,1,1,25
[1 0 1 1 1 1 0 1 1 1 0 1 0 1 0 0 0 1 1 0 1 0 1 1 0],[0 2 0 0 1],[0 2 3 4 1],True,False,0.9375,0.890625,"[np.int64(2), np.int64(4), np.int64(1), np.int64(0), np.int64(0)]","[np.int64(3), np.int64(4), np.int64(4), np.int64(2), np.int64(3)]",False,False,0.0,0.0,[0 2 0 0 1],[0 2 4 4 0],True,True,0.875,0.75,[0. 2. 0. 4. 1.],[0. 2. 3. 0. 1.],True,True,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,0.0,0.0,1,0,0,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.56,0.7142857142857143,0.64,14,10,16,0.64,0.6875,0.6,16,11,15,0.56,0.6428571428571429,0.72,14,9,18,0.48,0.5833333333333334,0.68,12,7,17
[0 0 0 1 1 0 1 0 0 0 1 1 1 1 1 0 1 1 0 1 1 0 0 0 1],[0 3 3 0 0],[0 2 3 0 2],True,True,0.9375,0.890625,"[np.int64(1), np.int64(4), np.int64(1), np.int64(1), np.int64(3)]","[np.int64(4), np.int64(0), np.int64(2), np.int64(3), np.int64(3)]",False,False,0.0,0.0,[0 3 3 2 0],[0 2 3 0 2],False,True,0.875,0.75,[0. 3. 3. 0. 3.],[0. 2. 3. 0. 0.],True,True,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.28,0.8571428571428571,0.96,7,6,24,0.24,1.0,1.0,6,6,25,0.2,1.0,1.0,5,5,25,0.24,1.0,1.0,6,6,25
[0 1 1 0 0 0 0 1 1 0 1 0 1 1 1 1 1 1 0 1 1 0 1 0 1],[0 0 0 2 2],[0 3 0 2 2],True,True,0.9375,0.890625,"[np.int64(4), np.int64(4), np.int64(2), np.int64(3), np.int64(3)]","[np.int64(3), np.int64(2), np.int64(2), np.int64(1), np.int64(3)]",False,False,0.0,0.0,[0 3 0 2 3],[0 3 0 1 3],True,False,0.875,0.75,[0. 0. 0. 1. 3.],[0. 3. 0. 2. 3.],True,True,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.04,0.04,25,1,1,0.56,0.5714285714285714,0.6,14,8,15,0.44,0.36363636363636365,0.64,11,4,16,0.84,0.47619047619047616,0.48,21,10,12,0.52,0.46153846153846156,0.56,13,6,14
[1 0 0 0 1 0 0 1 0 1 1 1 0 0 0 1 0 0 0 1 0 0 1 0 1],[0 2 4 3 0],[0 2 4 3 0],True,True,0.9375,0.890625,"[np.int64(3), np.int64(2), np.int64(4), np.int64(2), np.int64(3)]","[np.int64(1), np.int64(4), np.int64(0), np.int64(2), np.int64(3)]",False,False,0.0,0.0,[0 2 4 3 0],[0 2 4 3 0],True,True,0.875,0.75,[0. 2. 4. 3. 0.],[0. 2. 4. 3. 0.],True,True,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,0.08,0.5,0.96,2,1,24,0.04,1.0,1.0,1,1,25
[0 0 0 1 1 1 0 1 1 1 1 0 0 0 1 0 0 0 0 0 1 1 0 0 1],[0 4 1 0 0],[0 4 1 1 0],True,True,0.9375,0.890625,"[np.int64(2), np.int64(2), np.int64(0), np.int64(2), np.int64(4)]","[np.int64(2), np.int64(0), np.int64(3), np.int64(0), np.int64(1)]",False,False,0.0,0.0,[0 4 1 1 0],[0 4 1 0 0],True,True,0.875,0.75,[0. 4. 1. 0. 1.],[0. 4. 1. 0. 0.],False,True,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.16,0.5,0.84,4,2,21,0.08,1.0,1.0,2,2,25,0.16,0.5,0.84,4,2,21,0.08,1.0,1.0,2,2,25
[0 0 1 0 0 1 0 1 1 0 1 0 0 0 1 1 0 1 0 1 1 0 1 1 0],[0 1 0 4 2],[0 1 0 4 2],True,True,0.9375,0.890625,"[np.int64(0), np.int64(4), np.int64(0), np.int64(2), np.int64(1)]","[np.int64(2), np.int64(2), np.int64(2), np.int64(1), np.int64(2)]",False,False,0.0,0.0,[0 1 0 4 2],[0 1 0 4 2],True,True,0.875,0.75,[0. 1. 0. 4. 2.],[0. 1. 0. 4. 2.],True,True,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.04,0.04,25,1,1,1.0,0.0,0.0,25,0,0,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,0.08,0.5,0.96,2,1,24,0.04,1.0,1.0,1,1,25
[1 0 1 1 0 0 0 0 1 1 0 1 0 1 1 1 0 1 1 1 0 0 0 1 1],[0 2 0 0 3],[0 2 0 0 3],True,True,0.9375,0.890625,"[np.int64(3), np.int64(0), np.int64(4), np.int64(3), np.int64(1)]","[np.int64(4), np.int64(1), np.int64(1), np.int64(4), np.int64(0)]",False,False,0.0,0.0,[0 2 0 0 1],[0 2 0 4 2],True,True,0.875,0.75,[0. 2. 0. 4. 3.],[0. 2. 0. 4. 3.],False,False,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.04,0.04,25,1,1,0.72,0.5555555555555556,0.68,18,10,17,0.6,0.6666666666666666,0.56,15,10,14,0.52,0.6153846153846154,0.72,13,8,18,0.6,0.6,0.6,15,9,15
[1 0 1 0 1 1 0 0 1 0 0 1 1 0 1 0 1 0 0 0 0 1 1 1 1],[0 2 0 1 0],[0 2 0 1 0],True,True,0.9375,0.890625,"[np.int64(3), np.int64(4), np.int64(3), np.int64(1), np.int64(3)]","[np.int64(3), np.int64(4), np.int64(2), np.int64(4), np.int64(1)]",False,False,0.0,0.0,[0 4 0 4 0],[0 2 0 4 2],True,True,0.875,0.75,[0. 4. 0. 1. 0.],[0. 2. 0. 1. 0.],True,True,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,0.96,0.0,0.0,24,0,0,0.36,0.7777777777777778,0.8,9,7,20,0.56,0.5,0.4,14,7,10,0.28,0.7142857142857143,0.84,7,5,21,0.52,0.6153846153846154,0.44,13,8,11
[0 0 0 0 0 0 1 0 0 1 1 1 0 1 1 0 0 0 0 0 1 0 1 1 0],[0 1 4 4 1],[0 1 4 2 1],True,True,0.9375,0.890625,"[np.int64(0), np.int64(1), np.int64(2), np.int64(2), np.int64(1)]","[np.int64(1), np.int64(4), np.int64(4), np.int64(0), np.int64(3)]",False,False,0.0,0.0,[0 1 4 2 1],[0 1 4 4 1],True,True,0.875,0.75,[0. 1. 4. 4. 1.],[0. 1. 4. 2. 1.],True,True,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.08,1.0,1.0,2,2,25,0.08,1.0,1.0,2,2,25,0.08,1.0,1.0,2,2,25,0.08,1.0,1.0,2,2,25
[0 0 1 1 1 1 1 0 0 0 1 1 0 1 1 1 0 1 1 1 0 0 0 1 1],[0 2 3 0 0],[0 2 3 0 3],True,True,0.9375,0.890625,"[np.int64(2), np.int64(4), np.int64(3), np.int64(0), np.int64(0)]","[np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]",False,False,0.0,0.0,[0 2 0 0 2],[0 2 3 2 2],True,False,0.875,0.75,[0. 2. 3. 2. 0.],[0. 2. 3. 4. 3.],False,False,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.48,0.5833333333333334,0.56,12,7,14,0.44,0.5454545454545454,0.52,11,6,13,0.4,0.5,0.76,10,5,19,0.44,0.6363636363636364,0.52,11,7,13
[1 0 1 1 1 1 0 1 1 1 0 1 0 1 0 0 0 1 1 0 1 0 1 1 0],[0 2 0 0 1],[0 2 3 4 1],True,False,0.9375,0.890625,"[np.int64(2), np.int64(0), np.int64(1), np.int64(3), np.int64(3)]","[np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3)]",False,False,0.0,0.0,[0 2 4 2 1],[0 2 3 2 1],False,False,0.875,0.75,[0. 2. 0. 1. 0.],[0. 2. 0. 4. 1.],True,True,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,0.0,0.0,1,0,0,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.64,0.625,0.64,16,10,16,0.44,0.5454545454545454,0.44,11,6,11,0.6,0.6,0.68,15,9,17,0.48,0.5833333333333334,0.6,12,7,15
[1 1 0 0 1 1 1 0 1 0 0 1 1 1 0 1 0 0 0 0 0 0 0 1 0],[0 0 2 1 0],[0 0 2 1 0],True,True,0.9375,0.890625,"[np.int64(4), np.int64(0), np.int64(1), np.int64(3), np.int64(3)]","[np.int64(3), np.int64(2), np.int64(0), np.int64(0), np.int64(3)]",False,False,0.0,0.0,[0 0 2 4 0],[0 0 2 1 0],True,True,0.875,0.75,[0. 0. 2. 1. 0.],[0. 0. 2. 1. 0.],True,True,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.08,1.0,1.0,2,2,25,0.08,1.0,1.0,2,2,25,0.08,1.0,1.0,2,2,25,0.08,1.0,1.0,2,2,25
[0 1 0 0 1 1 1 0 0 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1],[0 0 4 4 0],[0 0 4 4 0],True,True,0.9375,0.890625,"[np.int64(2), np.int64(1), np.int64(3), np.int64(2), np.int64(2)]","[np.int64(4), np.int64(4), np.int64(4), np.int64(4), np.int64(3)]",False,False,0.0,0.0,[0 0 4 4 0],[0 0 3 4 1],True,True,0.875,0.75,[0. 0. 4. 4. 0.],[0. 2. 4. 4. 0.],True,True,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.04,0.04,25,1,1,1.0,0.0,0.0,25,0,0,0.44,0.6363636363636364,0.72,11,7,18,0.36,0.5555555555555556,0.56,9,5,14,0.36,0.7777777777777778,0.72,9,7,18,0.4,0.6,0.68,10,6,17
[0 1 0 0 0 1 1 1 1 0 0 1 0 1 0 0 1 1 0 0 0 0 0 1 1],[0 0 1 1 4],[0 0 3 1 4],True,True,0.9375,0.890625,"[np.int64(2), np.int64(2), np.int64(4), np.int64(2), np.int64(4)]","[np.int64(3), np.int64(4), np.int64(4), np.int64(2), np.int64(0)]",False,False,0.0,0.0,[0 0 3 1 4],[0 0 3 2 4],True,False,0.875,0.75,[0. 0. 1. 1. 4.],[0. 0. 1. 1. 4.],True,True,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,0.96,0.0,0.0,24,0,0,1.0,0.0,0.0,25,0,0,0.28,0.42857142857142855,0.76,7,3,19,0.16,0.75,0.68,4,3,17,0.32,0.375,0.64,8,3,16,0.16,0.75,0.84,4,3,21
[0 1 0 0 1 0 1 1 0 0 1 1 1 1 0 1 0 1 1 0 1 1 1 0 0],[0 0 1 2 0],[0 0 1 2 0],True,True,0.9375,0.890625,"[np.int64(4), np.int64(2), np.int64(1), np.int64(0), np.int64(0)]","[np.int64(0), np.int64(1), np.int64(1), np.int64(1), np.int64(3)]",False,False,0.0,0.0,[0 4 4 2 0],[0 4 1 2 0],True,True,0.875,0.75,[0. 4. 2. 2. 0.],[0. 2. 1. 2. 0.],False,False,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.36,0.5555555555555556,0.8,9,5,20,0.24,0.8333333333333334,0.88,6,5,22,0.36,0.5555555555555556,0.8,9,5,20,0.2,0.8,0.8,5,4,20
[1 0 1 1 1 0 0 0 1 1 1 1 1 0 0 1 0 1 1 1 0 0 0 1 0],[0 2 3 0 0],[0 2 0 4 1],True,True,0.9375,0.890625,"[np.int64(4), np.int64(2), np.int64(0), np.int64(1), np.int64(3)]","[np.int64(1), np.int64(4), np.int64(1), np.int64(2), np.int64(3)]",False,False,0.0,0.0,[0 2 0 0 0],[0 2 3 4 1],True,False,0.875,0.75,[0. 2. 3. 1. 0.],[0. 2. 0. 4. 1.],False,True,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,0.96,0.0,0.0,24,0,0,1.0,0.0,0.0,25,0,0,0.52,0.5384615384615384,0.64,13,7,16,0.52,0.6153846153846154,0.48,13,8,12,0.44,0.7272727272727273,0.64,11,8,16,0.44,0.6363636363636364,0.72,11,7,18
[1 1 0 1 1 0 1 0 0 0 0 1 1 1 0 1 0 1 0 0 0 0 1 0 1],[0 0 3 2 0],[0 2 4 2 0],False,True,0.9375,0.890625,"[np.int64(3), np.int64(2), np.int64(4), np.int64(1), np.int64(4)]","[np.int64(2), np.int64(1), np.int64(0), np.int64(0), np.int64(1)]",False,False,0.0,0.0,[0 0 4 2 0],[0 2 4 2 0],True,True,0.875,0.75,[0. 2. 4. 2. 0.],[0. 2. 4. 2. 0.],True,True,0.765625,0.78125,0.04,0.0,0.0,1,0,0,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.28,0.7142857142857143,0.64,7,5,16,0.32,0.75,0.92,8,6,23,0.32,0.75,0.76,8,6,19,0.32,0.75,0.8,8,6,20
[1 0 0 1 0 1 1 0 1 0 0 0 1 1 1 1 1 0 0 1 1 0 0 0 0],[0 3 2 0 3],[0 3 2 0 3],True,True,0.9375,0.890625,"[np.int64(2), np.int64(1), np.int64(0), np.int64(4), np.int64(4)]","[np.int64(2), np.int64(3), np.int64(2), np.int64(2), np.int64(3)]",False,False,0.0,0.0,[0 3 2 0 3],[0 3 2 0 3],True,True,0.875,0.75,[0. 3. 2. 0. 3.],[0. 3. 2. 0. 3.],True,True,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
[1 0 0 0 1 1 1 1 0 1 0 1 0 1 0 1 0 1 0 1 0 0 1 0 1],[0 2 4 2 0],[0 2 4 2 0],True,True,0.9375,0.890625,"[np.int64(3), np.int64(4), np.int64(1), np.int64(1), np.int64(1)]","[np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(1)]",False,False,0.0,0.0,[0 2 4 2 0],[0 2 4 2 0],True,True,0.875,0.75,[0. 2. 4. 2. 0.],[0. 2. 4. 2. 0.],True,True,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.08,0.5,0.96,2,1,24,0.04,1.0,1.0,1,1,25,0.12,0.3333333333333333,0.88,3,1,22,0.04,1.0,1.0,1,1,25
[0 1 0 1 1 0 1 0 0 1 0 1 0 0 1 0 0 0 1 0 1 1 1 1 0],[0 0 4 0 0],[0 2 4 4 0],True,True,0.9375,0.890625,"[np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(2)]","[np.int64(3), np.int64(3), np.int64(1), np.int64(4), np.int64(4)]",False,False,0.0,0.0,[0 0 4 0 0],[0 2 4 4 1],True,False,0.875,0.75,[0. 0. 4. 4. 1.],[0. 2. 4. 4. 0.],True,True,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.44,0.7272727272727273,0.84,11,8,21,0.4,0.6,0.72,10,6,18,0.4,0.7,0.64,10,7,16,0.28,0.5714285714285714,0.64,7,4,16
[0 0 0 0 1 1 1 0 0 0 1 1 0 1 0 1 0 1 0 0 1 0 1 0 1],[0 2 4 2 0],[0 2 4 2 0],True,True,0.9375,0.890625,"[np.int64(1), np.int64(1), np.int64(4), np.int64(4), np.int64(1)]","[np.int64(3), np.int64(0), np.int64(1), np.int64(1), np.int64(1)]",False,False,0.0,0.0,[0 2 4 2 0],[0 2 4 2 0],True,True,0.875,0.75,[0. 2. 4. 2. 0.],[0. 2. 4. 2. 0.],True,True,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,0.96,0.0,0.0,24,0,0,0.08,0.5,0.96,2,1,24,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
[0 1 0 0 0 1 0 1 1 1 1 0 1 0 0 1 0 0 1 1 0 0 1 0 1],[0 0 4 1 1],[0 0 4 1 3],True,True,0.9375,0.890625,"[np.int64(0), np.int64(2), np.int64(1), np.int64(3), np.int64(1)]","[np.int64(3), np.int64(4), np.int64(4), np.int64(2), np.int64(0)]",False,False,0.0,0.0,[0 0 4 1 1],[0 0 4 1 1],True,True,0.875,0.75,[0. 0. 4. 1. 3.],[0. 0. 4. 1. 3.],True,True,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.24,0.6666666666666666,0.92,6,4,23,0.16,1.0,1.0,4,4,25,0.2,0.8,0.96,5,4,24,0.16,1.0,1.0,4,4,25
[1 1 0 1 1 0 1 0 0 0 0 1 1 1 0 1 0 1 0 0 0 0 1 0 1],[0 0 3 2 0],[0 2 4 2 0],False,True,0.9375,0.890625,"[np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(4)]","[np.int64(2), np.int64(3), np.int64(2), np.int64(4), np.int64(4)]",False,False,0.0,0.0,[0 0 3 0 0],[0 2 4 2 0],True,True,0.875,0.75,[0. 0. 4. 2. 0.],[0. 2. 3. 0. 0.],True,True,0.765625,0.78125,0.04,0.0,0.0,1,0,0,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.28,0.7142857142857143,0.68,7,5,17,0.24,0.6666666666666666,0.76,6,4,19,0.32,0.75,0.72,8,6,18,0.28,0.7142857142857143,0.8,7,5,20
[1 1 0 1 1 0 1 0 0 0 0 1 1 1 0 1 0 1 0 0 0 0 1 0 1],[0 0 3 2 0],[0 2 4 2 0],False,True,0.9375,0.890625,"[np.int64(2), np.int64(1), np.int64(1), np.int64(2), np.int64(0)]","[np.int64(0), np.int64(1), np.int64(4), np.int64(2), np.int64(2)]",False,False,0.0,0.0,[0 2 3 2 0],[0 0 3 2 0],False,False,0.875,0.75,[0. 2. 4. 0. 0.],[0. 2. 4. 2. 0.],True,True,0.765625,0.78125,0.04,0.0,0.0,1,0,0,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.32,0.75,0.84,8,6,21,0.32,0.75,0.8,8,6,20,0.32,0.75,0.64,8,6,16,0.28,0.7142857142857143,0.76,7,5,19
[1 1 0 0 1 0 1 1 1 1 0 1 1 1 1 0 1 0 1 0 1 0 0 0 1],[0 0 1 1 0],[0 0 1 2 0],True,True,0.9375,0.890625,"[np.int64(4), np.int64(2), np.int64(2), np.int64(1), np.int64(1)]","[np.int64(3), np.int64(2), np.int64(3), np.int64(2), np.int64(4)]",False,False,0.0,0.0,[0 0 1 2 1],[0 0 1 1 0],True,True,0.875,0.75,[0. 0. 1. 2. 0.],[0. 0. 1. 1. 2.],True,True,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.44,0.45454545454545453,0.56,11,5,14,0.16,1.0,1.0,4,4,25,0.56,0.42857142857142855,0.64,14,6,16,0.16,1.0,1.0,4,4,25
[1 0 0 0 1 1 1 1 0 1 0 1 0 1 0 1 0 1 0 1 0 0 1 0 1],[0 2 4 2 0],[0 2 4 2 0],True,True,0.9375,0.890625,"[np.int64(4), np.int64(3), np.int64(1), np.int64(3), np.int64(2)]","[np.int64(2), np.int64(2), np.int64(0), np.int64(4), np.int64(3)]",False,False,0.0,0.0,[0 2 4 2 0],[0 2 4 2 0],True,True,0.875,0.75,[0. 2. 4. 2. 0.],[0. 2. 4. 2. 0.],True,True,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,0.08,0.5,0.96,2,1,24,0.04,1.0,1.0,1,1,25
