As,Source_Nodes,Categorical_Model_Trees,Categorical_True_Trees,Categorical_Model_Mask,Categorical_True_Mask,Categorical_Model_Accuracy,Categorical_True_Accuracy,Random_Model_Trees,Random_True_Trees,Random_Model_Mask,Random_True_Mask,Random_Model_Accuracy,Random_True_Accuracy,Prim_Model_Trees,Prim_True_Trees,Prim_Model_Mask,Prim_True_Mask,Prim_Model_Accuracy,Prim_True_Accuracy,Beam_Model_Trees,Beam_True_Trees,Beam_Model_Mask,Beam_True_Mask,Beam_Model_Accuracy,Beam_True_Accuracy
"[0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0
 1 1 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 1
 1 1 0 0 1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1 0
 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1
 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0
 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]",3,[ 2  9  6  3  5  6  3  6  7  2  4 13 12  7  7 15],[ 2  4  6  3  5  6  3  6  7  2  4 13 12  7  7 15],True,True,1.0,1.0,"[np.int64(3), np.int64(5), np.int64(8), np.int64(0), np.int64(2), np.int64(15), np.int64(12), np.int64(4), np.int64(14), np.int64(4), np.int64(14), np.int64(2), np.int64(8), np.int64(15), np.int64(3), np.int64(13)]","[np.int64(5), np.int64(5), np.int64(6), np.int64(1), np.int64(2), np.int64(2), np.int64(9), np.int64(9), np.int64(7), np.int64(13), np.int64(6), np.int64(2), np.int64(14), np.int64(2), np.int64(12), np.int64(9)]",False,False,0.0,0.0,[ 2  4  6  3  5  6  3  6  7  2  4  8  5  7  2 12],[ 2  9  6  3  5  6  3  6  7  2  4  4 12  7  7 15],False,True,0.796875,1.0,[ 2  4  6  3  5  6  3  6  7  2  4  4  0  2  2 12],[ 2  9  6  3  5  6  3  6  7  2  4 13  0  7  7  0],False,False,0.8125,0.8125
"[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 1 1 0 0
 0 0 1 0 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1
 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 1 1 1
 1 0 1 1 0 0 0 0 1 1 1 0 1 0 0 0 1 0 1 0 0 0 1 0 1 1 0 0 0 0 1 0 1 0 0 0 0
 1 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 1 0 0 1 0
 0 0 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 1 1 0 1 0 0 0 0 0
 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 1 1 1 0 1 0 0 1 0 1]",4,[ 1  4  1  1  4  1  4  1  1  4  2  4  6  6 11  6],[ 1  4  1  1  4  1  4  1  1  4  2  4  6  6 11  6],True,True,1.0,1.0,"[np.int64(1), np.int64(2), np.int64(8), np.int64(14), np.int64(1), np.int64(0), np.int64(9), np.int64(5), np.int64(13), np.int64(15), np.int64(11), np.int64(11), np.int64(1), np.int64(6), np.int64(8), np.int64(15)]","[np.int64(6), np.int64(14), np.int64(8), np.int64(8), np.int64(13), np.int64(12), np.int64(4), np.int64(9), np.int64(10), np.int64(8), np.int64(14), np.int64(15), np.int64(4), np.int64(6), np.int64(10), np.int64(4)]",False,False,0.0,0.0,[ 1  4  1  1  4  1  4 11  1  4 15  4  6  6  6  6],[ 1  4  1  1  4  1  4 11  1  4 15  4  6  6 11  6],True,True,0.796875,1.0,[1 4 1 1 4 1 4 1 1 4 2 4 6 6 6 6],[ 1  4  1  1  4  1  4 11  1  4 12  4  6  6 11  6],True,True,0.8125,0.8125
"[1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 1 0 0 1 1 0 0 0 0
 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 1
 0 0 0 0 0 1 0 0 0 0 1 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0
 0 0 0 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 1 0 1 1 0
 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 1 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1
 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 1 1 0 0 0 1 1 0 0 0 0 0 1]",15,[ 1 15  9 15 15  4  5  3 15 15 10 11  1 12  8 15],[ 1 15  9 15 15  4  5  3 15 15 10 11  1 12  8 15],True,True,1.0,1.0,"[np.int64(5), np.int64(8), np.int64(14), np.int64(10), np.int64(6), np.int64(14), np.int64(15), np.int64(5), np.int64(13), np.int64(11), np.int64(2), np.int64(7), np.int64(14), np.int64(5), np.int64(10), np.int64(8)]","[np.int64(3), np.int64(5), np.int64(9), np.int64(0), np.int64(13), np.int64(8), np.int64(0), np.int64(8), np.int64(5), np.int64(15), np.int64(1), np.int64(7), np.int64(13), np.int64(5), np.int64(3), np.int64(3)]",False,False,0.0,0.0,[ 1 15  9 15 15  4  5  3 15 15 11 15  1 12  8 15],[ 1 15  9 15 15  4  7  3 15 15 10 11  1 12  8 15],False,True,0.796875,1.0,[ 1 15  9 15 15  4  5  3 15 15 11  0  1 12  8 15],[ 1 15  9 15 15  4  5  3 15 15  0  0  1 12  8 15],False,False,0.8125,0.8125
"[1 0 0 0 0 1 0 0 1 1 0 1 0 0 0 0 0 0 0 1 0 1 1 0 0 1 0 0 1 1 0 0 0 0 1 1 1
 1 0 0 0 0 0 0 0 0 1 1 0 1 1 1 0 1 1 1 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0
 0 1 0 0 0 0 1 1 1 1 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 1
 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 1 0 1 1 0 0 1 1 0 0
 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 1 0 0 1 1 1 0 1 0 0 0 1 0 0 1 1 0 0 0 0
 0 0 1 1 0 1 0 0 1 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0
 0 0 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]",5,[ 5  5  5  5  2  5  1  3  5  1  5  0 10  8  5  2],[ 5  5  5  5  2  5  8  3  5 10  5  0 10  1  5  2],True,True,1.0,1.0,"[np.int64(12), np.int64(3), np.int64(5), np.int64(9), np.int64(13), np.int64(0), np.int64(12), np.int64(11), np.int64(14), np.int64(9), np.int64(11), np.int64(7), np.int64(7), np.int64(13), np.int64(9), np.int64(13)]","[np.int64(8), np.int64(15), np.int64(7), np.int64(15), np.int64(6), np.int64(0), np.int64(6), np.int64(12), np.int64(13), np.int64(7), np.int64(8), np.int64(4), np.int64(5), np.int64(6), np.int64(0), np.int64(15)]",False,False,0.0,0.0,[5 5 5 5 2 5 3 3 5 1 5 3 8 8 5 2],[5 5 5 5 2 5 1 3 5 1 5 0 8 8 5 2],True,True,0.796875,1.0,[5 5 5 5 2 5 1 3 5 0 5 0 1 1 5 2],[ 5  5  5  5  2  5  8  3  5  1  5 14  8  8  5  2],True,True,0.8125,0.8125
"[0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 0 1 1 0 0 0 1 0 1 0 1
 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 1 1 0 0 1
 0 0 0 0 0 0 0 1 0 0 1 1 0 0 1 1 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 1 0 0 0
 0 0 1 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 1 1 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 1 0 1 0 1 1 0 0
 0 1 0 0 1 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1
 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1]",5,[ 2  5  4 11  5  5 11  1  5  5 11  5  1 11  9  2],[ 2  5  4  1  5  5  4  1  5  5 11  5  1  9  9  2],True,True,1.0,1.0,"[np.int64(11), np.int64(4), np.int64(4), np.int64(3), np.int64(1), np.int64(9), np.int64(8), np.int64(2), np.int64(0), np.int64(7), np.int64(5), np.int64(15), np.int64(1), np.int64(12), np.int64(11), np.int64(5)]","[np.int64(10), np.int64(6), np.int64(7), np.int64(1), np.int64(14), np.int64(9), np.int64(0), np.int64(12), np.int64(2), np.int64(11), np.int64(12), np.int64(9), np.int64(14), np.int64(9), np.int64(14), np.int64(4)]",False,False,0.0,0.0,[ 2  5  4 11  5  5  4  1  5  5 11  5  1 11  9  2],[ 2  5  4  1  5  5 11  1  5  5 11  5  1  9  9  2],True,True,0.796875,1.0,[ 2  5  4  1  5  5  4  1  5  5 11  5  1  9  9  2],[ 2  5  4  1  5  5  9  1  5  5 11  5  1  9  9  2],True,True,0.8125,0.8125
"[0 0 1 1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 1 0 0 0 1 0 0 0 0
 0 1 0 1 1 0 1 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0
 0 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 1 0
 0 1 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0
 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 1 1 0 1 0 1 0 0 0 0
 0 1 0 1 0 0 0 0 1 1 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0
 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0]",7,[ 7  6  9  0 11  1  9  7  2  7  7 10  2 14  9 10],[ 7  6  9  0 11  1  9  7  2  7  7  0  2  6  9 10],True,True,1.0,1.0,"[np.int64(11), np.int64(0), np.int64(12), np.int64(14), np.int64(15), np.int64(1), np.int64(11), np.int64(12), np.int64(14), np.int64(12), np.int64(8), np.int64(11), np.int64(5), np.int64(15), np.int64(3), np.int64(9)]","[np.int64(12), np.int64(0), np.int64(13), np.int64(4), np.int64(1), np.int64(5), np.int64(10), np.int64(6), np.int64(1), np.int64(8), np.int64(13), np.int64(2), np.int64(4), np.int64(1), np.int64(14), np.int64(2)]",False,False,0.0,0.0,[ 7  6  9  0 11 12  9  7  2  7  7 10  2 15  9 10],[ 7  6  9  0  3  1  9  7  2  7  7 10  2  6  9 10],True,True,0.796875,1.0,[ 7  6  9  0  3  1  9  7  2  7  7 10  2  6  9 10],[ 7  6  9  0  3  1  9  7  2  7  7 10 11  6  9 10],True,True,0.8125,0.8125
"[0 0 1 1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 1 0 0 0 1 0 0 0 0
 0 1 0 1 1 0 1 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0
 0 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 1 0
 0 1 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0
 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 1 1 0 1 0 1 0 0 0 0
 0 1 0 1 0 0 0 0 1 1 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0
 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0]",7,[ 7  6  9  0  3 12  9  7  2  7  7  0  2 15  9 10],[ 7  6  9  0 11 12  9  7  2  7  7 10  2 15  9 10],True,True,1.0,1.0,"[np.int64(11), np.int64(15), np.int64(15), np.int64(1), np.int64(9), np.int64(0), np.int64(12), np.int64(1), np.int64(1), np.int64(3), np.int64(12), np.int64(6), np.int64(11), np.int64(5), np.int64(12), np.int64(9)]","[np.int64(11), np.int64(4), np.int64(4), np.int64(10), np.int64(4), np.int64(6), np.int64(15), np.int64(7), np.int64(14), np.int64(9), np.int64(11), np.int64(7), np.int64(13), np.int64(9), np.int64(2), np.int64(4)]",False,False,0.0,0.0,[ 7  6  9  0  3  1  2  7  2  7  7 10 11 15  9 10],[ 7  6  0  0  3  1  9  7  2  7  7 10 11 14  9 10],False,True,0.796875,1.0,[ 7  6  9  0  3  1  9  7  2  7  7 10  2  6  9 10],[ 7  6  9  0  3  1  9  7  2  7  7 10 11  6  9 10],True,True,0.8125,0.8125
"[0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 1 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 0 1 0 0
 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 1 1 1
 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 1 0 0 1 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 1 0 0 1 0 0 0 1
 1 1 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0 1
 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 1 1 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 1]",0,[ 0 14 12 11  3 10  3 10 11 14  0  0 10  0  0 14],[ 0 14 12 11  3 11  3 10 11 14  0  0 10  0  0 14],True,True,1.0,1.0,"[np.int64(1), np.int64(0), np.int64(11), np.int64(15), np.int64(2), np.int64(0), np.int64(1), np.int64(13), np.int64(9), np.int64(6), np.int64(6), np.int64(9), np.int64(6), np.int64(3), np.int64(11), np.int64(14)]","[np.int64(8), np.int64(13), np.int64(1), np.int64(11), np.int64(7), np.int64(8), np.int64(3), np.int64(3), np.int64(8), np.int64(5), np.int64(0), np.int64(15), np.int64(12), np.int64(9), np.int64(8), np.int64(5)]",False,False,0.0,0.0,[ 0 14 12 11  3 11  3 10 11 14  0  0 10  0  0 11],[ 0 14 12 11  3 10  3 10 11 14  0  0 10  0  0 11],True,True,0.796875,1.0,[ 0 14 12 11  3 10  3 10 11 14  0  0 10  0  0 11],[ 0 14 12 11  3 11  3 10 11 14  0  0 10  0  0 11],True,True,0.8125,0.8125
"[0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0
 0 1 0 0 0 0 1 1 0 1 0 0 1 1 0 0 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0
 0 0 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 1 0 1 0 1 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0
 1 0 1 0 1 0 0 0 1 1 0 1 0 0 1 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
 0 0 0 1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1
 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 1 0 0]",14,[12  3 14  2 12 11  2  3  7  9  6  2  2  7 14  6],[12  3 14  2 12 11  2  3 15  9  6  2  2  5 14  6],True,True,1.0,1.0,"[np.int64(11), np.int64(10), np.int64(4), np.int64(5), np.int64(12), np.int64(14), np.int64(7), np.int64(1), np.int64(2), np.int64(1), np.int64(13), np.int64(1), np.int64(4), np.int64(13), np.int64(9), np.int64(4)]","[np.int64(9), np.int64(1), np.int64(1), np.int64(13), np.int64(15), np.int64(5), np.int64(8), np.int64(0), np.int64(10), np.int64(7), np.int64(14), np.int64(10), np.int64(15), np.int64(9), np.int64(12), np.int64(3)]",False,False,0.0,0.0,[12  3 14  2 12 11  2  3  7 14  6  2  2 15 14  6],[12  3 14  2 12  3  2  3  1  9  6  2  2 15 14  6],False,True,0.796875,1.0,[12  3 14  2 12  3  2  3  1  0  6  2  2  5 14  6],[12  3 14  2 12  3  2  3  1  0  6  2  2  5 14  6],False,False,0.8125,0.8125
"[0 1 1 0 0 0 1 1 0 1 1 1 0 0 0 0 1 1 0 0 0 0 0 1 1 0 1 0 0 1 0 0 1 0 0 1 0
 0 0 0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 0 1 0 1 0 0 1 0 1 0 0 0
 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0
 0 0 1 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 1 1 1 0
 1 0 0 1 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 0
 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1]",2,[ 2  0  2  2  6 12  9  0  1  2  0  0  3 10  2  5],[ 2  0  2  2  6 11  9  0  7  2  0  9  3 11  2  5],True,True,1.0,1.0,"[np.int64(5), np.int64(8), np.int64(14), np.int64(12), np.int64(4), np.int64(11), np.int64(3), np.int64(10), np.int64(6), np.int64(8), np.int64(4), np.int64(14), np.int64(11), np.int64(12), np.int64(7), np.int64(7)]","[np.int64(11), np.int64(10), np.int64(2), np.int64(6), np.int64(11), np.int64(8), np.int64(8), np.int64(10), np.int64(2), np.int64(12), np.int64(10), np.int64(11), np.int64(9), np.int64(4), np.int64(4), np.int64(4)]",False,False,0.0,0.0,[ 2  0  2  2  6 11  9  0  1  2  0  3  3  1  2  5],[ 2  0  2  2  6 11  9  0  1  2  0  3  3  1  2  5],True,True,0.796875,1.0,[ 2  0  2  2  6 11  9  0  1  2  0  9  3  1  2  5],[ 2  0  2  2  6 11  9  0  1  2  0  9  3 10  2  5],True,True,0.8125,0.8125
"[0 1 1 0 1 0 1 0 0 0 0 0 1 0 1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 0
 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 1 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 1 1 0
 0 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 1 0 0 0 0
 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1
 1 0 1 0 0 1 0 1 0 1 0 0 1 1 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1
 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 1]",3,[ 6 13 10  3  0 12  7  3 15 15  7  8  7  6  0  7],[12  0 12  3  5  6  7  3 15 15  7  8  7  6  0  7],True,True,1.0,1.0,"[np.int64(7), np.int64(9), np.int64(9), np.int64(5), np.int64(6), np.int64(1), np.int64(15), np.int64(11), np.int64(10), np.int64(0), np.int64(5), np.int64(9), np.int64(9), np.int64(12), np.int64(2), np.int64(7)]","[np.int64(4), np.int64(9), np.int64(14), np.int64(8), np.int64(14), np.int64(15), np.int64(6), np.int64(12), np.int64(13), np.int64(1), np.int64(6), np.int64(9), np.int64(10), np.int64(11), np.int64(0), np.int64(6)]",False,False,0.0,0.0,[ 6 13 10  3  0  6  7  3 15 15  7  9  7  6  0  7],[ 6  2 10  3  0  6  7  3 15 15  7  9  7  6  5  7],True,True,0.796875,1.0,[ 6  0 10  3  0  6  7  3 15 15  7  8  7  6  0  7],[ 6  0 10  3  5  6  7  3 15 15  7  9  7  6  5  7],True,True,0.8125,0.8125
"[1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0
 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 1 1 0 0 1 0 0 1 0 1 0 0
 0 0 1 1 0 0 0 1 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 1
 0 0 0 1 1 0 1 1 1 1 0 1 0 0 1 1 0 0 1 1 0 1 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0
 1 0 0 0 1 0 0 0 0 0 0 1 0 1 0 1 1 0 0 0 1 0 1 0 1 0 0 1 1 0 0 1 1 0 1 1 0
 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 1 1]",3,[ 3  8 14  3  6 13  3  6  9  3  3  0  6  9  3 14],[ 3 13 14  3  6 11  3  9  9  3  3  9  6  9  3 14],True,True,1.0,1.0,"[np.int64(5), np.int64(1), np.int64(7), np.int64(11), np.int64(10), np.int64(12), np.int64(15), np.int64(10), np.int64(13), np.int64(14), np.int64(14), np.int64(11), np.int64(10), np.int64(2), np.int64(15), np.int64(9)]","[np.int64(2), np.int64(5), np.int64(0), np.int64(13), np.int64(5), np.int64(14), np.int64(5), np.int64(12), np.int64(14), np.int64(15), np.int64(4), np.int64(3), np.int64(5), np.int64(11), np.int64(8), np.int64(1)]",False,False,0.0,0.0,[ 3  7 10  3  6 15  3  6  9  3  3  0  6  9  3  9],[ 3 13 14  3  6 11  3 10  9  3  3  9  6  9  3  9],True,True,0.796875,1.0,[ 3  7 10  3  6 11  3  6  9  3  3  0  6  9  3  9],[ 3  7 14  3  6 11  3  6  9  3  3  0  9  9  3 14],True,True,0.8125,0.8125
"[1 0 0 0 0 0 1 0 1 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1 0 1 1 0 1 0 0 0 0 0 1
 0 1 0 0 1 0 1 1 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 1 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 1 1 1 1 1 1 1 0 1 0 0 0 1 1 0 1 0
 1 0 0 0 0 0 1 0 1 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 1 1 1 0
 0 1 0 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 1 0 0 1 0 0 0 1 1 0 1 1 1 1 1
 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0
 0 0 1 1 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 1]",4,[ 6 11  4  6  4 11  4 11 11  2  6  4  2  6  2  6],[ 6  6  4  6  4 11  4 11 11  2  6  4  2  6  2  6],True,True,1.0,1.0,"[np.int64(3), np.int64(5), np.int64(10), np.int64(5), np.int64(6), np.int64(9), np.int64(7), np.int64(11), np.int64(2), np.int64(11), np.int64(14), np.int64(15), np.int64(8), np.int64(9), np.int64(3), np.int64(4)]","[np.int64(6), np.int64(5), np.int64(3), np.int64(14), np.int64(0), np.int64(5), np.int64(8), np.int64(3), np.int64(7), np.int64(5), np.int64(12), np.int64(15), np.int64(9), np.int64(13), np.int64(10), np.int64(11)]",False,False,0.0,0.0,[ 6 11  4  6  4 11  4 11 11  2  6  4  2  6  2  6],[ 6 11  4  6  4 11  4 11 11  2  6  4  2  6  2  6],True,True,0.796875,1.0,[ 6  6  4  6  4 11  4 11 11  2  6  4  2  6  2  6],[ 6 11  4  6  4 11  4 11 11  2  6  4  2  6  2  6],True,True,0.8125,0.8125
