As,Argmax_Model_Trees,Argmax_True_Trees,Argmax_Model_Mask,Argmax_True_Mask,Argmax_Model_Accuracy,Argmax_True_Accuracy,Random_Model_Trees,Random_True_Trees,Random_Model_Mask,Random_True_Mask,Random_Model_Accuracy,Random_True_Accuracy,Upwards_Model_Trees,Upwards_True_Trees,Upwards_Model_Mask,Upwards_True_Mask,Upwards_Model_Accuracy,Upwards_True_Accuracy,altUpwards_Model_Trees,altUpwards_True_Trees,altUpwards_Model_Mask,altUpwards_True_Mask,altUpwards_Model_Accuracy,altUpwards_True_Accuracy,Argmax_Model_Uniques,Argmax_Model_Valids_Uniques,Argmax_Model_Valids,Argmax_Model_Unique_Counts,Argmax_Model_Valid_Unique_Counts,Argmax_Model_Valid_Counts,Argmax_True_Uniques,Argmax_True_Valids_Uniques,Argmax_True_Valids,Argmax_True_Unique_Counts,Argmax_True_Valid_Unique_Counts,Argmax_True_Valid_Counts,Random_Model_Uniques,Random_Model_Valids_Uniques,Random_Model_Valids,Random_Model_Unique_Counts,Random_Model_Valid_Unique_Counts,Random_Model_Valid_Counts,Random_True_Uniques,Random_True_Valids_Uniques,Random_True_Valids,Random_True_Unique_Counts,Random_True_Valid_Unique_Counts,Random_True_Valid_Counts,Upwards_Model_Uniques,Upwards_Model_Valids_Uniques,Upwards_Model_Valids,Upwards_Model_Unique_Counts,Upwards_Model_Valid_Unique_Counts,Upwards_Model_Valid_Counts,Upwards_True_Uniques,Upwards_True_Valids_Uniques,Upwards_True_Valids,Upwards_True_Unique_Counts,Upwards_True_Valid_Unique_Counts,Upwards_True_Valid_Counts,altUpwards_Model_Uniques,altUpwards_Model_Valids_Uniques,altUpwards_Model_Valids,altUpwards_Model_Unique_Counts,altUpwards_Model_Valid_Unique_Counts,altUpwards_Model_Valid_Counts,altUpwards_True_Uniques,altUpwards_True_Valids_Uniques,altUpwards_True_Valids,altUpwards_True_Unique_Counts,altUpwards_True_Valid_Unique_Counts,altUpwards_True_Valid_Counts
[1 1 1 1 1 1 0 1 0 1 1 0 0 0 1 1 0 1 1 1 1 0 0 0 0],[0 0 1 0 3],[0 0 3 0 2],True,True,0.890625,0.828125,"[np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]","[np.int64(0), np.int64(1), np.int64(4), np.int64(3), np.int64(2)]",False,False,0.0,0.0,[0 0 3 0 2],[0 0 0 0 0],True,True,0.78125,0.796875,[0. 0. 0. 0. 0.],[0. 0. 3. 0. 3.],True,True,0.828125,0.734375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.48,0.9166666666666666,0.96,12,11,24,0.36,1.0,1.0,9,9,25,0.4,0.9,0.96,10,9,24,0.32,1.0,1.0,8,8,25
[0 0 1 1 1 0 0 1 1 0 1 0 1 0 0 0 1 0 0 0 1 1 1 1 0],[0 3 1 0 0],[0 3 1 0 0],True,True,0.890625,0.828125,"[np.int64(2), np.int64(1), np.int64(4), np.int64(0), np.int64(3)]","[np.int64(3), np.int64(1), np.int64(3), np.int64(0), np.int64(4)]",False,False,0.0,0.0,[0 3 4 1 0],[0 3 0 0 0],False,True,0.78125,0.796875,[0. 3. 1. 0. 0.],[0. 4. 1. 1. 0.],True,True,0.828125,0.734375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.52,0.7692307692307693,0.72,13,10,18,0.48,0.75,0.8,12,9,20,0.44,0.8181818181818182,0.84,11,9,21,0.4,0.8,0.84,10,8,21
[1 1 0 1 0 1 0 0 1 0 0 0 0 0 0 1 1 0 1 1 0 0 1 1 0],[0 0 4 0 3],[0 3 4 0 3],True,True,0.890625,0.828125,"[np.int64(0), np.int64(1), np.int64(1), np.int64(4), np.int64(4)]","[np.int64(4), np.int64(0), np.int64(4), np.int64(0), np.int64(0)]",False,False,0.0,0.0,[0 0 4 1 3],[0 0 4 1 3],True,True,0.78125,0.796875,[0. 3. 4. 0. 3.],[0. 3. 4. 0. 3.],True,True,0.828125,0.734375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.16,0.75,0.84,4,3,21,0.16,0.75,0.8,4,3,20,0.2,0.6,0.84,5,3,21,0.16,0.75,0.84,4,3,21
[0 0 1 1 1 1 0 1 1 1 1 0 0 1 0 0 1 0 1 1 0 1 1 0 0],[0 3 1 0 3],[0 3 0 2 1],True,True,0.890625,0.828125,"[np.int64(3), np.int64(1), np.int64(4), np.int64(4), np.int64(0)]","[np.int64(2), np.int64(3), np.int64(1), np.int64(2), np.int64(3)]",False,False,0.0,0.0,[0 4 0 0 3],[0 3 0 2 0],True,True,0.78125,0.796875,[0. 3. 1. 0. 1.],[0. 4. 0. 2. 1.],True,False,0.828125,0.734375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.92,0.7391304347826086,0.76,23,17,19,0.72,0.3333333333333333,0.28,18,6,7,0.8,0.5,0.52,20,10,13,0.68,0.47058823529411764,0.56,17,8,14
[1 1 0 1 0 1 0 0 1 1 0 1 0 1 0 1 0 1 1 1 1 0 1 0 1],[0 2 3 0 1],[0 0 4 2 1],True,True,0.890625,0.828125,"[np.int64(3), np.int64(0), np.int64(4), np.int64(0), np.int64(4)]","[np.int64(1), np.int64(4), np.int64(3), np.int64(0), np.int64(1)]",False,False,0.0,0.0,[0 2 3 0 3],[0 2 4 2 1],True,False,0.78125,0.796875,[0. 2. 3. 1. 1.],[0. 0. 4. 2. 3.],False,False,0.828125,0.734375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.6,0.4,0.4,15,6,10,0.44,0.45454545454545453,0.48,11,5,12,0.64,0.5625,0.52,16,9,13,0.52,0.5384615384615384,0.4,13,7,10
[1 1 0 1 0 0 0 1 0 0 1 0 0 0 1 1 1 0 0 1 1 1 1 1 1],[0 0 1 0 2],[0 0 1 4 2],True,True,0.890625,0.828125,"[np.int64(0), np.int64(1), np.int64(1), np.int64(1), np.int64(0)]","[np.int64(4), np.int64(0), np.int64(4), np.int64(4), np.int64(0)]",False,False,0.0,0.0,[0 0 1 0 3],[0 0 1 4 2],True,True,0.78125,0.796875,[0. 0. 1. 0. 3.],[0. 0. 4. 4. 2.],True,False,0.828125,0.734375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.6,0.4666666666666667,0.4,15,7,10,0.4,0.4,0.52,10,4,13,0.64,0.4375,0.4,16,7,10,0.52,0.46153846153846156,0.52,13,6,13
[1 0 0 0 0 1 1 0 1 0 0 1 0 1 1 0 0 0 0 1 1 0 0 0 0],[0 1 2 1 3],[0 1 2 1 3],True,True,0.890625,0.828125,"[np.int64(4), np.int64(0), np.int64(2), np.int64(4), np.int64(1)]","[np.int64(2), np.int64(1), np.int64(2), np.int64(2), np.int64(2)]",False,False,0.0,0.0,[0 1 2 1 3],[0 1 2 1 3],True,True,0.78125,0.796875,[0. 1. 2. 1. 3.],[0. 1. 2. 1. 3.],True,True,0.828125,0.734375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
[0 0 0 1 1 0 1 0 0 0 0 0 0 1 0 0 1 0 1 0 1 0 1 1 1],[0 3 4 0 0],[0 3 4 0 0],True,True,0.890625,0.828125,"[np.int64(4), np.int64(2), np.int64(0), np.int64(3), np.int64(2)]","[np.int64(4), np.int64(1), np.int64(2), np.int64(0), np.int64(1)]",False,False,0.0,0.0,[0 3 4 0 0],[0 3 4 2 0],True,True,0.78125,0.796875,[0. 3. 4. 4. 0.],[0. 3. 4. 2. 0.],True,True,0.828125,0.734375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,0.96,0.0,0.0,24,0,0,0.12,1.0,1.0,3,3,25,0.12,1.0,1.0,3,3,25,0.12,1.0,1.0,3,3,25,0.12,1.0,1.0,3,3,25
[0 0 0 0 1 1 1 1 0 1 0 0 1 0 0 1 1 0 0 0 1 1 0 0 1],[0 4 1 3 0],[0 4 1 3 0],True,True,0.890625,0.828125,"[np.int64(4), np.int64(0), np.int64(1), np.int64(2), np.int64(4)]","[np.int64(2), np.int64(0), np.int64(2), np.int64(0), np.int64(3)]",False,False,0.0,0.0,[0 4 1 3 0],[0 4 1 3 0],True,True,0.78125,0.796875,[0. 4. 1. 3. 0.],[0. 4. 1. 3. 0.],True,True,0.828125,0.734375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,0.96,0.0,0.0,24,0,0,1.0,0.0,0.0,25,0,0,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,0.08,0.5,0.88,2,1,22,0.04,1.0,1.0,1,1,25
[1 0 0 1 0 1 0 0 1 0 1 0 0 1 0 0 0 0 1 1 0 0 0 0 0],[0 1 2 0 3],[0 1 2 0 3],True,True,0.890625,0.828125,"[np.int64(2), np.int64(1), np.int64(3), np.int64(1), np.int64(1)]","[np.int64(2), np.int64(4), np.int64(4), np.int64(1), np.int64(4)]",False,False,0.0,0.0,[0 1 2 0 3],[0 1 2 0 3],True,True,0.78125,0.796875,[0. 1. 2. 0. 3.],[0. 1. 2. 0. 3.],True,True,0.828125,0.734375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
[0 1 1 0 0 1 1 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0],[0 0 0 3 1],[0 0 0 3 1],True,True,0.890625,0.828125,"[np.int64(2), np.int64(3), np.int64(2), np.int64(4), np.int64(4)]","[np.int64(0), np.int64(2), np.int64(2), np.int64(3), np.int64(1)]",False,False,0.0,0.0,[0 4 0 3 1],[0 0 0 3 1],False,True,0.78125,0.796875,[0. 0. 0. 3. 1.],[0. 0. 0. 3. 1.],True,True,0.828125,0.734375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.08,0.5,0.6,2,1,15,0.04,1.0,1.0,1,1,25,0.08,0.5,0.68,2,1,17,0.04,1.0,1.0,1,1,25
[1 0 0 1 0 0 0 1 1 1 0 0 0 0 1 0 1 1 0 1 0 0 1 0 0],[0 3 4 0 2],[0 3 3 0 2],False,True,0.890625,0.828125,"[np.int64(2), np.int64(3), np.int64(0), np.int64(1), np.int64(4)]","[np.int64(2), np.int64(0), np.int64(2), np.int64(0), np.int64(0)]",False,False,0.0,0.0,[0 3 3 1 2],[0 3 3 0 2],False,True,0.78125,0.796875,[0. 3. 4. 0. 3.],[0. 3. 4. 0. 3.],True,True,0.828125,0.734375,0.04,0.0,0.0,1,0,0,0.04,1.0,1.0,1,1,25,0.96,0.0,0.0,24,0,0,1.0,0.0,0.0,25,0,0,0.36,0.8888888888888888,0.84,9,8,21,0.28,0.8571428571428571,0.68,7,6,17,0.32,0.875,0.96,8,7,24,0.32,0.875,0.88,8,7,22
[1 0 0 1 0 1 0 0 1 0 1 0 0 1 0 0 0 0 1 1 0 0 0 0 0],[0 1 2 0 3],[0 1 2 0 3],True,True,0.890625,0.828125,"[np.int64(3), np.int64(4), np.int64(3), np.int64(0), np.int64(1)]","[np.int64(0), np.int64(0), np.int64(2), np.int64(3), np.int64(2)]",False,False,0.0,0.0,[0 1 2 0 3],[0 1 2 0 3],True,True,0.78125,0.796875,[0. 1. 2. 0. 3.],[0. 1. 2. 0. 3.],True,True,0.828125,0.734375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.04,0.04,25,1,1,0.96,0.0,0.0,24,0,0,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
[1 0 1 0 0 0 0 1 1 0 0 0 0 1 0 1 1 1 1 0 0 1 1 0 0],[0 3 0 2 4],[0 3 0 2 4],True,True,0.890625,0.828125,"[np.int64(1), np.int64(3), np.int64(3), np.int64(0), np.int64(0)]","[np.int64(0), np.int64(3), np.int64(2), np.int64(2), np.int64(2)]",False,False,0.0,0.0,[0 3 0 1 4],[0 3 0 2 4],False,True,0.78125,0.796875,[0. 3. 0. 2. 4.],[0. 3. 0. 2. 4.],True,True,0.828125,0.734375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.16,0.25,0.88,4,1,22,0.04,1.0,1.0,1,1,25,0.12,0.3333333333333333,0.72,3,1,18,0.04,1.0,1.0,1,1,25
[0 1 1 0 1 0 1 0 0 0 1 0 1 1 1 0 0 1 1 1 1 1 1 0 0],[0 0 0 2 2],[0 4 0 2 3],True,True,0.890625,0.828125,"[np.int64(0), np.int64(3), np.int64(1), np.int64(4), np.int64(0)]","[np.int64(3), np.int64(2), np.int64(1), np.int64(4), np.int64(2)]",False,False,0.0,0.0,[0 0 4 2 2],[0 4 0 2 0],False,True,0.78125,0.796875,[0. 4. 3. 2. 0.],[0. 4. 0. 2. 2.],False,True,0.828125,0.734375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.52,0.46153846153846156,0.44,13,6,11,0.28,0.7142857142857143,0.88,7,5,22,0.6,0.5333333333333333,0.56,15,8,14,0.28,0.7142857142857143,0.8,7,5,20
[0 0 1 1 1 0 1 1 1 0 1 1 0 1 1 1 0 0 1 1 0 0 0 0 1],[0 2 0 0 0],[0 2 0 0 3],True,True,0.890625,0.828125,"[np.int64(4), np.int64(0), np.int64(0), np.int64(3), np.int64(0)]","[np.int64(2), np.int64(3), np.int64(0), np.int64(4), np.int64(0)]",False,False,0.0,0.0,[0 2 1 1 2],[0 2 0 1 0],False,True,0.78125,0.796875,[0. 2. 1. 1. 3.],[0. 2. 0. 1. 0.],False,True,0.828125,0.734375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.6,0.5333333333333333,0.6,15,8,15,0.28,1.0,1.0,7,7,25,0.56,0.5,0.52,14,7,13,0.28,1.0,1.0,7,7,25
[0 0 1 0 1 0 1 0 1 1 1 0 0 1 0 1 0 1 0 1 0 1 1 1 1],[0 4 0 2 0],[0 4 0 2 3],True,True,0.890625,0.828125,"[np.int64(3), np.int64(4), np.int64(4), np.int64(2), np.int64(3)]","[np.int64(2), np.int64(0), np.int64(1), np.int64(2), np.int64(4)]",False,False,0.0,0.0,[0 4 4 4 3],[0 4 0 2 3],False,True,0.78125,0.796875,[0. 4. 3. 4. 3.],[0. 4. 4. 2. 0.],False,True,0.828125,0.734375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.68,0.35294117647058826,0.36,17,6,9,0.36,0.4444444444444444,0.6,9,4,15,0.64,0.3125,0.48,16,5,12,0.28,0.5714285714285714,0.72,7,4,18
[0 0 0 1 1 1 1 1 1 0 1 0 0 1 1 0 0 1 1 0 0 1 1 1 1],[0 4 3 0 2],[0 4 3 0 2],True,True,0.890625,0.828125,"[np.int64(4), np.int64(4), np.int64(0), np.int64(3), np.int64(1)]","[np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3)]",False,False,0.0,0.0,[0 4 1 2 0],[0 4 1 0 0],True,True,0.78125,0.796875,[0. 4. 3. 0. 0.],[0. 4. 4. 0. 2.],True,False,0.828125,0.734375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.04,0.04,25,1,1,1.0,0.04,0.04,25,1,1,0.64,0.5,0.6,16,8,15,0.4,0.5,0.56,10,5,14,0.64,0.4375,0.48,16,7,12,0.32,0.375,0.56,8,3,14
[1 1 0 0 0 0 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 0 1 1 1],[0 0 1 1 2],[0 0 3 4 1],True,True,0.890625,0.828125,"[np.int64(0), np.int64(3), np.int64(4), np.int64(2), np.int64(4)]","[np.int64(2), np.int64(3), np.int64(3), np.int64(2), np.int64(2)]",False,False,0.0,0.0,[0 0 1 1 1],[0 0 3 4 1],True,True,0.78125,0.796875,[0. 0. 1. 1. 2.],[0. 0. 3. 4. 3.],True,False,0.828125,0.734375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.76,0.47368421052631576,0.56,19,9,14,0.44,0.7272727272727273,0.56,11,8,14,0.72,0.5,0.6,18,9,15,0.44,0.6363636363636364,0.52,11,7,13
[0 0 0 0 1 1 1 1 1 1 1 1 0 1 0 0 0 0 1 0 1 0 1 1 1],[0 2 4 4 0],[0 2 4 4 0],True,True,0.890625,0.828125,"[np.int64(2), np.int64(3), np.int64(2), np.int64(3), np.int64(3)]","[np.int64(2), np.int64(1), np.int64(3), np.int64(2), np.int64(2)]",False,False,0.0,0.0,[0 2 4 4 0],[0 2 4 4 0],True,True,0.78125,0.796875,[0. 2. 4. 2. 0.],[0. 2. 4. 1. 0.],True,True,0.828125,0.734375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,0.96,0.0,0.0,24,0,0,0.36,0.3333333333333333,0.6,9,3,15,0.12,1.0,1.0,3,3,25,0.28,0.42857142857142855,0.64,7,3,16,0.12,1.0,1.0,3,3,25
[0 1 1 0 0 1 0 1 0 1 0 1 0 1 0 0 0 1 1 0 1 0 0 1 0],[0 0 0 2 1],[0 0 0 2 1],True,True,0.890625,0.828125,"[np.int64(3), np.int64(3), np.int64(2), np.int64(3), np.int64(1)]","[np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(4)]",False,False,0.0,0.0,[0 0 0 4 1],[0 0 0 2 1],True,True,0.78125,0.796875,[0. 2. 1. 2. 1.],[0. 0. 3. 4. 1.],False,True,0.828125,0.734375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.36,0.6666666666666666,0.8,9,6,20,0.32,0.5,0.56,8,4,14,0.32,0.75,0.8,8,6,20,0.44,0.6363636363636364,0.72,11,7,18
[1 0 0 1 0 1 1 0 1 1 0 1 1 0 1 0 1 1 1 1 1 0 1 0 0],[0 2 4 0 3],[0 2 4 0 1],True,False,0.890625,0.828125,"[np.int64(2), np.int64(2), np.int64(2), np.int64(1), np.int64(3)]","[np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3)]",False,False,0.0,0.0,[0 3 3 0 3],[0 2 3 0 3],True,True,0.78125,0.796875,[0. 2. 4. 0. 3.],[0. 3. 4. 0. 1.],True,True,0.828125,0.734375,0.04,1.0,1.0,1,1,25,0.04,0.0,0.0,1,0,0,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.44,0.7272727272727273,0.76,11,8,19,0.44,0.7272727272727273,0.6,11,8,15,0.52,0.6153846153846154,0.6,13,8,15,0.4,0.9,0.88,10,9,22
[1 1 0 0 1 0 1 1 1 0 1 0 0 1 0 0 1 1 1 0 1 1 1 0 0],[0 0 1 2 0],[0 0 4 2 0],True,True,0.890625,0.828125,"[np.int64(4), np.int64(1), np.int64(4), np.int64(2), np.int64(1)]","[np.int64(2), np.int64(0), np.int64(1), np.int64(1), np.int64(1)]",False,False,0.0,0.0,[0 0 4 2 0],[0 0 1 2 0],True,True,0.78125,0.796875,[0. 0. 1. 1. 0.],[0. 3. 1. 2. 0.],True,False,0.828125,0.734375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,0.96,0.0,0.0,24,0,0,0.56,0.5714285714285714,0.64,14,8,16,0.44,0.5454545454545454,0.52,11,6,13,0.52,0.6923076923076923,0.76,13,9,19,0.44,0.6363636363636364,0.72,11,7,18
[0 1 1 1 0 0 0 0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 0 1 1],[0 0 0 0 4],[0 0 3 1 4],True,True,0.890625,0.828125,"[np.int64(0), np.int64(0), np.int64(2), np.int64(3), np.int64(4)]","[np.int64(2), np.int64(1), np.int64(0), np.int64(4), np.int64(0)]",False,False,0.0,0.0,[0 0 0 1 4],[0 0 3 1 4],True,True,0.78125,0.796875,[0. 0. 3. 1. 4.],[0. 0. 3. 1. 4.],True,True,0.828125,0.734375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,0.96,0.0,0.0,24,0,0,1.0,0.0,0.0,25,0,0,0.16,1.0,1.0,4,4,25,0.16,1.0,1.0,4,4,25,0.16,1.0,1.0,4,4,25,0.16,1.0,1.0,4,4,25
[0 0 1 1 0 1 0 0 0 1 1 0 1 0 0 0 1 1 0 1 1 1 0 0 0],[0 4 0 0 1],[0 4 3 0 3],False,True,0.890625,0.828125,"[np.int64(4), np.int64(1), np.int64(0), np.int64(2), np.int64(1)]","[np.int64(2), np.int64(2), np.int64(3), np.int64(0), np.int64(4)]",False,False,0.0,0.0,[0 3 0 0 1],[0 3 3 0 1],True,True,0.78125,0.796875,[0. 3. 0. 0. 3.],[0. 4. 3. 0. 1.],True,False,0.828125,0.734375,0.04,0.0,0.0,1,0,0,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.24,0.6666666666666666,0.72,6,4,18,0.32,0.75,0.64,8,6,16,0.28,0.8571428571428571,0.76,7,6,19,0.32,0.75,0.8,8,6,20
[0 0 1 0 0 1 0 1 1 1 0 0 0 1 1 0 1 0 0 1 1 0 1 0 1],[0 3 0 2 2],[0 3 0 2 2],True,True,0.890625,0.828125,"[np.int64(2), np.int64(3), np.int64(1), np.int64(0), np.int64(2)]","[np.int64(1), np.int64(2), np.int64(0), np.int64(3), np.int64(2)]",False,False,0.0,0.0,[0 3 0 2 2],[0 3 0 2 3],True,True,0.78125,0.796875,[0. 3. 1. 2. 3.],[0. 3. 0. 2. 1.],False,True,0.828125,0.734375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.2,0.6,0.88,5,3,22,0.12,1.0,1.0,3,3,25,0.32,0.375,0.68,8,3,17,0.12,1.0,1.0,3,3,25
[1 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 0 1 1 0 0 1 0 1 1],[0 1 2 3 4],[0 1 2 3 4],True,True,0.890625,0.828125,"[np.int64(1), np.int64(4), np.int64(4), np.int64(1), np.int64(1)]","[np.int64(4), np.int64(4), np.int64(0), np.int64(2), np.int64(2)]",False,False,0.0,0.0,[0 1 2 3 4],[0 1 2 3 4],True,True,0.78125,0.796875,[0. 1. 2. 3. 4.],[0. 1. 2. 3. 4.],True,True,0.828125,0.734375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,0.96,0.0,0.0,24,0,0,1.0,0.0,0.0,25,0,0,0.08,0.5,0.96,2,1,24,0.04,1.0,1.0,1,1,25,0.08,1.0,1.0,2,2,25,0.04,1.0,1.0,1,1,25
[1 0 1 0 0 1 0 1 1 0 0 1 1 0 1 1 0 0 1 0 0 1 1 0 1],[0 2 0 1 2],[0 4 0 1 2],True,True,0.890625,0.828125,"[np.int64(4), np.int64(4), np.int64(0), np.int64(0), np.int64(0)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(1)]",False,False,0.0,0.0,[0 4 0 1 2],[0 2 0 1 2],True,True,0.78125,0.796875,[0. 4. 0. 1. 2.],[0. 4. 0. 1. 2.],True,True,0.828125,0.734375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.2,0.4,0.8,5,2,20,0.08,1.0,1.0,2,2,25,0.2,0.4,0.84,5,2,21,0.08,1.0,1.0,2,2,25
[1 0 0 1 0 1 0 0 1 0 1 0 0 1 0 0 0 0 1 1 0 0 0 0 0],[0 1 2 0 3],[0 1 2 0 3],True,True,0.890625,0.828125,"[np.int64(3), np.int64(2), np.int64(2), np.int64(4), np.int64(0)]","[np.int64(2), np.int64(3), np.int64(2), np.int64(4), np.int64(4)]",False,False,0.0,0.0,[0 1 2 0 3],[0 1 2 0 3],True,True,0.78125,0.796875,[0. 1. 2. 0. 3.],[0. 1. 2. 0. 3.],True,True,0.828125,0.734375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
[0 0 0 0 1 1 1 1 0 1 0 0 1 0 0 1 1 0 0 0 1 1 0 0 1],[0 4 1 3 0],[0 4 1 3 0],True,True,0.890625,0.828125,"[np.int64(2), np.int64(2), np.int64(1), np.int64(1), np.int64(1)]","[np.int64(3), np.int64(2), np.int64(3), np.int64(2), np.int64(0)]",False,False,0.0,0.0,[0 4 1 3 0],[0 4 1 3 0],True,True,0.78125,0.796875,[0. 4. 1. 3. 0.],[0. 4. 1. 3. 0.],True,True,0.828125,0.734375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.08,0.5,0.96,2,1,24,0.04,1.0,1.0,1,1,25,0.12,0.3333333333333333,0.88,3,1,22,0.04,1.0,1.0,1,1,25
[0 1 1 0 0 1 1 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0],[0 0 0 3 1],[0 0 0 3 1],True,True,0.890625,0.828125,"[np.int64(4), np.int64(3), np.int64(0), np.int64(3), np.int64(4)]","[np.int64(2), np.int64(3), np.int64(2), np.int64(2), np.int64(0)]",False,False,0.0,0.0,[0 4 0 3 1],[0 0 0 3 1],False,True,0.78125,0.796875,[0. 0. 0. 3. 1.],[0. 0. 0. 3. 1.],True,True,0.828125,0.734375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,0.96,0.0,0.0,24,0,0,0.96,0.0,0.0,24,0,0,0.08,0.5,0.68,2,1,17,0.04,1.0,1.0,1,1,25,0.08,0.5,0.72,2,1,18,0.04,1.0,1.0,1,1,25
