As,Source_Nodes,Categorical_Model_Trees,Categorical_True_Trees,Categorical_Model_Mask,Categorical_True_Mask,Categorical_Model_Accuracy,Categorical_True_Accuracy,Random_Model_Trees,Random_True_Trees,Random_Model_Mask,Random_True_Mask,Random_Model_Accuracy,Random_True_Accuracy,Prim_Model_Trees,Prim_True_Trees,Prim_Model_Mask,Prim_True_Mask,Prim_Model_Accuracy,Prim_True_Accuracy,Beam_Model_Trees,Beam_True_Trees,Beam_Model_Mask,Beam_True_Mask,Beam_Model_Accuracy,Beam_True_Accuracy,Categorical_Model_Uniques,Categorical_Model_Valids_Uniques,Categorical_Model_Valids,Categorical_Model_Unique_Counts,Categorical_Model_Valid_Unique_Counts,Categorical_Model_Valid_Counts,Categorical_True_Uniques,Categorical_True_Valids_Uniques,Categorical_True_Valids,Categorical_True_Unique_Counts,Categorical_True_Valid_Unique_Counts,Categorical_True_Valid_Counts,Random_Model_Uniques,Random_Model_Valids_Uniques,Random_Model_Valids,Random_Model_Unique_Counts,Random_Model_Valid_Unique_Counts,Random_Model_Valid_Counts,Random_True_Uniques,Random_True_Valids_Uniques,Random_True_Valids,Random_True_Unique_Counts,Random_True_Valid_Unique_Counts,Random_True_Valid_Counts,Prim_Model_Uniques,Prim_Model_Valids_Uniques,Prim_Model_Valids,Prim_Model_Unique_Counts,Prim_Model_Valid_Unique_Counts,Prim_Model_Valid_Counts,Prim_True_Uniques,Prim_True_Valids_Uniques,Prim_True_Valids,Prim_True_Unique_Counts,Prim_True_Valid_Unique_Counts,Prim_True_Valid_Counts,Beam_Model_Uniques,Beam_Model_Valids_Uniques,Beam_Model_Valids,Beam_Model_Unique_Counts,Beam_Model_Valid_Unique_Counts,Beam_Model_Valid_Counts,Beam_True_Uniques,Beam_True_Valids_Uniques,Beam_True_Valids,Beam_True_Unique_Counts,Beam_True_Valid_Unique_Counts,Beam_True_Valid_Counts
"[0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0
 0 1 1 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0
 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1
 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0
 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 1 1 0 0 0 1 0]",3,[ 5  0  6  3 13  3  5  2  9  3 15  2  3  5 15  9],[ 5  0  6  3 13  3  5  2  9  3 15  2  3  5  0  9],True,True,0.640625,0.6875,"[np.int64(2), np.int64(7), np.int64(15), np.int64(12), np.int64(12), np.int64(9), np.int64(4), np.int64(15), np.int64(10), np.int64(14), np.int64(5), np.int64(5), np.int64(8), np.int64(2), np.int64(13), np.int64(1)]","[np.int64(5), np.int64(10), np.int64(4), np.int64(8), np.int64(15), np.int64(3), np.int64(12), np.int64(12), np.int64(13), np.int64(9), np.int64(11), np.int64(8), np.int64(3), np.int64(8), np.int64(2), np.int64(5)]",False,False,0.0,0.0,[ 5  0  6  3 13  3  5  2  9  3 15  2  3  5 15  9],[ 5  0  6  3 13  3  5  2  9  3 15  2  3  5  0  9],True,True,0.625,0.8125,[ 5  0  6  3 13  3  5  2  9  3 15  2  3 12 15  9],[ 5  0  6  3 13  3  5  2  9  3 15  2  3  5  0  9],True,True,0.71875,0.875,0.16,1.0,1.0,4,4,25,0.16,1.0,1.0,4,4,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.2,0.8,0.96,5,4,24,0.16,1.0,1.0,4,4,25,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[0 0 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 1 0 1 0 1
 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0
 0 0 1 0 1 1 0 0 0 0 0 1 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 0 0 0 0 0 1 0 0 1 0 0 1 0 1 0 0 0 0 0 1 0 0 1 1 0 1 0 0 0 1 0 0 0 0 0 1 1
 0 1 1 0 0 1 1 1 0 0 0 0 0 1 1 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 1 1 0 0 0]",12,[12  7  0  7  7  8 12 12 11 12  7 15 12  3 11 12],[12  7  0  7  7  8 12 12 11 12  7  7 12  3 11 12],True,True,0.640625,0.6875,"[np.int64(3), np.int64(14), np.int64(2), np.int64(13), np.int64(5), np.int64(12), np.int64(5), np.int64(3), np.int64(11), np.int64(0), np.int64(15), np.int64(3), np.int64(2), np.int64(5), np.int64(7), np.int64(5)]","[np.int64(7), np.int64(4), np.int64(10), np.int64(10), np.int64(2), np.int64(7), np.int64(15), np.int64(2), np.int64(7), np.int64(9), np.int64(1), np.int64(2), np.int64(10), np.int64(7), np.int64(0), np.int64(0)]",False,False,0.0,0.0,[12  7  0  0  7  8 12 12 11 12  7  7 12 10 11 12],[12  7  0  0  7  8 12 12 11 12  7 15 12  3 11 12],True,True,0.625,0.8125,[12  7  0  7  7  8 12 12 11 12  7  7 12 10 11 12],[12  7  0  0  7  8 12 12 11 12  7 15 12  3 11 12],True,True,0.71875,0.875,0.28,1.0,1.0,7,7,25,0.28,1.0,1.0,7,7,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.32,1.0,1.0,8,8,25,0.32,1.0,1.0,8,8,25,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[0 1 1 0 0 0 1 1 0 0 0 0 0 0 1 0 1 1 0 1 1 0 1 1 1 0 1 0 0 0 0 0 1 0 1 0 0
 0 0 0 0 0 0 1 0 1 0 0 0 1 0 1 0 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0 1
 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 1 0 1
 0 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 1 0 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 0 0 0
 1 1 0 0 1 1 1 1 1 1 0 0 0 1 0 0 1 0 0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0
 1 0 1 0 0 1 0 0 0 0 0 0 1 1 0 0 1 0 0 1 0 1 1 0 0 1 1 0 0 0 1 0 1 0 0 0 0
 0 0 1 0 0 0 0 0 1 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1]",3,[ 1  3 13  3  1  3  1  8  3  5  1 14  5  3  8 12],[ 1  3 13  3  1  3  1 13  3  5  1 14  5  3  8 12],False,True,0.640625,0.6875,"[np.int64(11), np.int64(9), np.int64(7), np.int64(6), np.int64(3), np.int64(3), np.int64(2), np.int64(3), np.int64(2), np.int64(1), np.int64(14), np.int64(14), np.int64(1), np.int64(5), np.int64(3), np.int64(7)]","[np.int64(8), np.int64(2), np.int64(2), np.int64(13), np.int64(7), np.int64(0), np.int64(3), np.int64(12), np.int64(11), np.int64(13), np.int64(5), np.int64(9), np.int64(3), np.int64(7), np.int64(11), np.int64(13)]",False,False,0.0,0.0,[ 1  3 13  3  1  3  1 13  3  8  1  2  5  3  8 12],[ 1  3 13  3  1  3  1 13  3 13  8 14  5  3  8  7],False,True,0.625,0.8125,[ 1  3 13  3  1  3  1  8  3  5  8  2  5  3  8 12],[ 1  3 13  3  1  3  1  8  3  5  8  9  5  3  8  7],True,True,0.71875,0.875,0.92,0.34782608695652173,0.36,23,8,9,0.92,0.43478260869565216,0.44,23,10,11,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.84,0.5238095238095238,0.48,21,11,12,0.84,0.38095238095238093,0.36,21,8,9,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[1 0 1 1 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0
 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0
 0 0 1 0 0 0 1 0 1 1 0 1 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0
 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0
 0 0 0 0 1 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 1 0 1
 0 0 0 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0
 0 0 0 0 0 0 0 1 0 1 0 1 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1]",7,[ 5 10  5  5  7  7  7  7 11 14  3  6  4 12  7  3],[ 5 10  5  5  7  7  7  7  0 14  3  5  4 12  7  3],True,True,0.640625,0.6875,"[np.int64(14), np.int64(6), np.int64(3), np.int64(10), np.int64(6), np.int64(14), np.int64(14), np.int64(0), np.int64(4), np.int64(1), np.int64(6), np.int64(7), np.int64(2), np.int64(2), np.int64(15), np.int64(3)]","[np.int64(3), np.int64(5), np.int64(12), np.int64(12), np.int64(1), np.int64(6), np.int64(1), np.int64(1), np.int64(11), np.int64(6), np.int64(7), np.int64(6), np.int64(7), np.int64(15), np.int64(10), np.int64(4)]",False,False,0.0,0.0,[ 5 10  5  5  7  7  7  7  0 14  3  6  4 12  7 11],[ 5 10  5  5  7  7  7  7  0 14  3  5  4 12  7  3],True,True,0.625,0.8125,[ 5 10  5  5  7  7  7  7  9 14  3  5  4 12  7 11],[ 5 10  5  5  7  7  7  7  0 14  3  5  4 12  7  3],True,True,0.71875,0.875,0.64,1.0,1.0,16,16,25,0.48,1.0,1.0,12,12,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.52,1.0,1.0,13,13,25,0.56,1.0,1.0,14,14,25,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 1 0
 1 0 0 1 0 0 0 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 1 1 0 1 0
 0 1 1 0 0 1 0 0 1 0 1 1 0 0 1 0 1 0 1 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 1 0 0
 1 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 1 1 1 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0
 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 1 1 0 0 0 0 0 0 0 1 0 1 0 0
 0 1 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1
 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 1 0 0 0 0 0 0 0 1 0]",9,[ 6  0  5  8  6 10  7  9 10  9  7  6 10  3 15  6],[ 6 15  5  8  6 10  7  9 10  9  7 10 10  3 15  6],False,True,0.640625,0.6875,"[np.int64(15), np.int64(3), np.int64(12), np.int64(11), np.int64(13), np.int64(7), np.int64(7), np.int64(0), np.int64(0), np.int64(7), np.int64(1), np.int64(0), np.int64(14), np.int64(6), np.int64(13), np.int64(7)]","[np.int64(9), np.int64(4), np.int64(14), np.int64(9), np.int64(15), np.int64(5), np.int64(13), np.int64(5), np.int64(6), np.int64(0), np.int64(6), np.int64(12), np.int64(1), np.int64(0), np.int64(3), np.int64(9)]",False,False,0.0,0.0,[ 6 15  8  8  6 10  7  9 10  9  7 10 10  3 15  6],[ 6 15  5  4  6 10  7  9 10  9  7  6  6  3 15  6],True,True,0.625,0.8125,[ 6 15  8  8  6 10  7  9 10  9  7 10 10  3 15  6],[ 6 15  8  8  6 10  7  9 10  9  7  6  6  1 15  6],True,True,0.71875,0.875,0.88,0.36363636363636365,0.32,22,8,8,0.76,0.631578947368421,0.64,19,12,16,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.84,0.5238095238095238,0.48,21,11,12,0.8,0.55,0.6,20,11,15,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 1 1
 0 0 0 1 0 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0
 0 0 1 0 1 1 0 1 0 1 0 1 1 1 0 1 0 0 0 0 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0
 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1
 0 1 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0
 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 1 0 1 0 0 0 1
 0 1 1 0 0 1 1 1 0 0 0 1 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0]",7,[ 1 13  3 11 14  7  5  7  1  5  1  7 14  7  5 13],[ 1 13  3 11 14  7  5  7  6 13  1  7 14  7  5 13],False,True,0.640625,0.6875,"[np.int64(5), np.int64(7), np.int64(11), np.int64(13), np.int64(12), np.int64(4), np.int64(4), np.int64(12), np.int64(11), np.int64(11), np.int64(12), np.int64(8), np.int64(14), np.int64(5), np.int64(10), np.int64(5)]","[np.int64(4), np.int64(4), np.int64(6), np.int64(13), np.int64(4), np.int64(2), np.int64(10), np.int64(2), np.int64(5), np.int64(4), np.int64(7), np.int64(4), np.int64(15), np.int64(10), np.int64(14), np.int64(6)]",False,False,0.0,0.0,[ 1 13  3 11 15  7  5  7  1  5  1  7 14  7  5 13],[14  5  3 11 15  7  5  7  6 13  1  7 14  7  5 13],False,False,0.625,0.8125,[ 1  5  3 11 15  7  5  7  6 13  1  7 14  7  5 13],[14 13  3 13 15  7  5  7  6 13  1  7 14  7  5 13],False,True,0.71875,0.875,0.96,0.375,0.36,24,9,9,0.88,0.2727272727272727,0.32,22,6,8,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.8,0.2,0.2,20,4,5,0.96,0.3333333333333333,0.32,24,8,8,0.04,0.0,0.0,1,0,0,0.04,1.0,1.0,1,1,25
"[0 1 0 0 1 1 0 0 0 1 1 0 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0
 1 0 1 0 1 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0
 0 0 0 1 0 0 1 0 1 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0
 0 0 1 1 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0
 0 0 0 0 0 1 0 0 0 0 1 1 1 0 0 0 0 1 0 1 0 0 0 0 1 1 1 1 0 0 0 0 0 1 0 1 0
 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 1 0 1 0 0 0 1 0 1 0
 0 0 1 0 0 0 0 0 0 0 0 1 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 1]",0,[ 0  0  9  6  0  0 13 10  5  0  0 14 10 10  0 10],[ 0  0  5  6  0  0 13  1  5  0  0  5 10 10  0 14],True,False,0.640625,0.6875,"[np.int64(11), np.int64(1), np.int64(15), np.int64(14), np.int64(11), np.int64(0), np.int64(6), np.int64(6), np.int64(1), np.int64(5), np.int64(2), np.int64(15), np.int64(3), np.int64(1), np.int64(3), np.int64(6)]","[np.int64(4), np.int64(0), np.int64(0), np.int64(3), np.int64(7), np.int64(1), np.int64(3), np.int64(9), np.int64(12), np.int64(10), np.int64(12), np.int64(8), np.int64(10), np.int64(15), np.int64(3), np.int64(3)]",False,False,0.0,0.0,[ 0  0  5  6  0  0 13  4  5  0  0 14 10 10  0 10],[ 0  0  5  6  0  0 13  4  5  0  0 14  1 10  0 10],False,False,0.625,0.8125,[ 0  0  9  6  0  0 13 10  5  0  0 14 10 10  0 10],[ 0  0  5  6  0  0 13  1  5  0  0  5  1  4  0 10],True,True,0.71875,0.875,0.96,0.5,0.52,24,12,13,0.96,0.4166666666666667,0.44,24,10,11,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.92,0.391304347826087,0.4,23,9,10,1.0,0.28,0.28,25,7,7,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[1 0 0 0 0 1 1 0 0 0 1 0 1 0 0 1 0 1 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 1 1 0
 0 0 0 0 1 0 1 0 1 0 0 0 0 1 0 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 1 0 1 1 0 1 0 0 1 0 0 1 0 0 0 0 0
 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0
 0 0 1 0 0 0 0 0 1 0 0 0 1 1 0 1 1 0 0 0 0 0 1 1 1 0 0 1 0 0 1 1 0 0 0 0 0
 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1
 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]",15,[15 10  3 10 10  0  0  3  1  6 15 10 10  5  5 15],[15 10 11 10 10  0  0  3  5 12 15 10 10  5  5 15],True,True,0.640625,0.6875,"[np.int64(15), np.int64(13), np.int64(3), np.int64(2), np.int64(0), np.int64(4), np.int64(2), np.int64(3), np.int64(4), np.int64(1), np.int64(1), np.int64(10), np.int64(7), np.int64(2), np.int64(9), np.int64(14)]","[np.int64(9), np.int64(11), np.int64(15), np.int64(5), np.int64(15), np.int64(12), np.int64(6), np.int64(0), np.int64(9), np.int64(12), np.int64(14), np.int64(8), np.int64(1), np.int64(2), np.int64(6), np.int64(11)]",False,False,0.0,0.0,[15 10 11 10 10  0  0  3  5 12 15 10  0  5  5 15],[15 10  3 10 10  0  0  3  1 12 15 10  0  5  5 15],True,True,0.625,0.8125,[15 10  3 10 10  0  0  3  1  6 15 10 10  5  5 15],[15 10 11 10 10  0  0  3  5  6 15 10  0  5  5 15],True,True,0.71875,0.875,0.56,1.0,1.0,14,14,25,0.48,1.0,1.0,12,12,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.48,1.0,1.0,12,12,25,0.52,1.0,1.0,13,13,25,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 1 0 1 1 1 0 0 0 0 1 0 1 0 0 0 0 1 1 1 1 0 1
 0 0 0 1 0 1 0 0 0 0 0 0 1 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 1 0 1 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 1 0 1 0 0 0 1 1 0 0 1 0 0 1 0 0 0 0
 0 1 0 0 0 0 1 1 1 0 0 1 1 0 0 1 1 0 1 1 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0
 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 1 1 0 0 0 1 0 1 0 0 0 0 0 0 1 1]",4,[ 2  8  4  6  4  4  4  6  4  3  5  7 12  5  0  5],[ 2  8  4  6  4  4  4  5  4  3  2 13 12  5  0  5],False,False,0.640625,0.6875,"[np.int64(6), np.int64(11), np.int64(1), np.int64(6), np.int64(5), np.int64(4), np.int64(13), np.int64(14), np.int64(13), np.int64(12), np.int64(9), np.int64(13), np.int64(4), np.int64(9), np.int64(5), np.int64(12)]","[np.int64(1), np.int64(15), np.int64(2), np.int64(7), np.int64(13), np.int64(10), np.int64(1), np.int64(15), np.int64(13), np.int64(3), np.int64(4), np.int64(10), np.int64(4), np.int64(3), np.int64(12), np.int64(7)]",False,False,0.0,0.0,[2 2 4 6 4 4 4 5 4 3 2 7 8 5 0 5],[ 2  2  4  6  4  4  4  6  4  3  8 13 12  5  0  5],False,False,0.625,0.8125,[ 2  2  4  6  4  4  4  5  4  3  5 13  0  5 15  5],[2 2 4 6 4 4 4 5 4 3 8 7 0 5 0 5],False,False,0.71875,0.875,0.92,0.4782608695652174,0.44,23,11,11,0.92,0.5652173913043478,0.6,23,13,15,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.96,0.0,0.0,24,0,0,0.72,0.4444444444444444,0.44,18,8,11,0.04,0.0,0.0,1,0,0,0.04,0.0,0.0,1,0,0
"[0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 1 1
 0 1 0 0 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 1 0 0 1 0 1 0 1
 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 1 1 0 0 0 1 0 0 0 1 0 0 1 1 1 0 0 0
 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0
 1 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0
 1 0 0 1 0 1 0 0 1 0 1 1 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1 0
 0 0 1 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 1]",1,[14  1  3 12 12 14 11 13  1 11  6 14  1 12  1  8],[14  1 11 12 12 14 11  4  1 11  2 12  1 12  1  8],True,True,0.640625,0.6875,"[np.int64(5), np.int64(8), np.int64(4), np.int64(2), np.int64(15), np.int64(11), np.int64(8), np.int64(5), np.int64(6), np.int64(4), np.int64(6), np.int64(5), np.int64(4), np.int64(11), np.int64(7), np.int64(1)]","[np.int64(14), np.int64(12), np.int64(11), np.int64(2), np.int64(2), np.int64(5), np.int64(3), np.int64(2), np.int64(15), np.int64(14), np.int64(13), np.int64(5), np.int64(1), np.int64(0), np.int64(6), np.int64(14)]",False,False,0.0,0.0,[14  1  3 12 12 14 11  4  1 11  6 14  1 12  1  8],[14  1 11 12 12 14 11  4  1  4  2 12  1 12  1  8],True,False,0.625,0.8125,[14  1 11 12 12 14 11 13  1 11  2 12  1 12  1  8],[14  1  3 12 12 14 11  4  1 11  2 12  1 12  1  8],True,True,0.71875,0.875,0.84,0.5714285714285714,0.56,21,12,14,0.68,0.7058823529411765,0.72,17,12,18,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.72,0.6111111111111112,0.56,18,11,14,0.76,0.7894736842105263,0.76,19,15,19,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[1 0 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1
 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 1 1 1 1 0 1 0 0
 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 1 0 0
 0 1 1 1 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 1 1 1 0 0 0 0
 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 1 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 1
 1 0 1 0 0 1 0 1 0 0 1 0 0 0 1 1 1 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0]",14,[14  7 15 14  3 14 12  0 14  5  8 12 14 14 14 12],[14  6  7 14  5 14 12  0 14  5  5 12 14 14 14  8],True,True,0.640625,0.6875,"[np.int64(6), np.int64(13), np.int64(3), np.int64(2), np.int64(3), np.int64(2), np.int64(7), np.int64(9), np.int64(2), np.int64(14), np.int64(1), np.int64(11), np.int64(12), np.int64(13), np.int64(10), np.int64(4)]","[np.int64(4), np.int64(2), np.int64(11), np.int64(4), np.int64(0), np.int64(11), np.int64(9), np.int64(15), np.int64(8), np.int64(4), np.int64(10), np.int64(13), np.int64(10), np.int64(0), np.int64(4), np.int64(15)]",False,False,0.0,0.0,[14  7  4 14  5 14 12  0 14  5  5 12 14 14 14  8],[14  6  4 14  5 14 12  0 14  5  5 12 14 14 14 12],True,True,0.625,0.8125,[14  6  4 14  5 14 12  0 14  5  5 12 14 14 14 12],[14  6  4 14  5 14 12  0 14  5  5 12 14 14 14 12],True,True,0.71875,0.875,0.72,0.9444444444444444,0.96,18,17,24,0.72,1.0,1.0,18,18,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.84,0.9523809523809523,0.96,21,20,24,0.72,1.0,1.0,18,18,25,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
