As,Source_Nodes,Categorical_Model_Trees,Categorical_True_Trees,Categorical_Model_Mask,Categorical_True_Mask,Categorical_Model_Accuracy,Categorical_True_Accuracy,Random_Model_Trees,Random_True_Trees,Random_Model_Mask,Random_True_Mask,Random_Model_Accuracy,Random_True_Accuracy,Prim_Model_Trees,Prim_True_Trees,Prim_Model_Mask,Prim_True_Mask,Prim_Model_Accuracy,Prim_True_Accuracy,Beam_Model_Trees,Beam_True_Trees,Beam_Model_Mask,Beam_True_Mask,Beam_Model_Accuracy,Beam_True_Accuracy
[0 0 1 0 1 0 1 0 0 0 1 0 1 0 1 0 0 0 1 1 1 0 1 1 1],0,[0 1 0 4 0],[0 1 0 4 0],True,True,1.0,1.0,"[np.int64(3), np.int64(1), np.int64(0), np.int64(0), np.int64(1)]","[np.int64(4), np.int64(3), np.int64(4), np.int64(1), np.int64(0)]",False,False,0.0,0.0,[0 2 0 4 0],[0 1 0 4 0],False,True,0.078125,1.0,[0 0 0 4 0],[0 0 0 4 0],False,False,0.078125,0.078125
[1 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 1 1 1 0 0 0 0 0 0],0,[0 1 2 3 4],[0 1 2 3 4],True,True,1.0,1.0,"[np.int64(3), np.int64(1), np.int64(1), np.int64(2), np.int64(4)]","[np.int64(4), np.int64(1), np.int64(3), np.int64(2), np.int64(4)]",False,False,0.0,0.0,[0 0 3 1 3],[0 1 2 3 4],False,True,0.078125,1.0,[0 0 3 1 0],[0 0 0 0 0],False,False,0.078125,0.078125
[0 1 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 1 1 0 1],2,[1 4 2 3 2],[1 4 2 3 2],True,True,1.0,1.0,"[np.int64(0), np.int64(4), np.int64(4), np.int64(3), np.int64(3)]","[np.int64(4), np.int64(0), np.int64(1), np.int64(2), np.int64(2)]",False,False,0.0,0.0,[1 4 2 4 2],[1 4 2 3 2],False,True,0.078125,1.0,[1 4 2 0 2],[1 4 2 0 2],False,False,0.078125,0.078125
[0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 1],2,[3 1 2 2 4],[3 1 2 2 4],True,True,1.0,1.0,"[np.int64(2), np.int64(2), np.int64(4), np.int64(0), np.int64(4)]","[np.int64(3), np.int64(4), np.int64(1), np.int64(3), np.int64(4)]",False,False,0.0,0.0,[3 3 2 2 1],[3 1 2 2 4],False,True,0.078125,1.0,[3 0 2 2 0],[3 0 2 2 0],False,False,0.078125,0.078125
[1 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 1 1 0],4,[4 1 4 4 4],[4 1 4 4 4],True,True,1.0,1.0,"[np.int64(0), np.int64(0), np.int64(0), np.int64(3), np.int64(0)]","[np.int64(4), np.int64(1), np.int64(3), np.int64(3), np.int64(3)]",False,False,0.0,0.0,[4 4 4 4 4],[4 1 4 4 4],False,True,0.078125,1.0,[4 0 4 4 4],[4 0 4 4 4],False,False,0.078125,0.078125
[1 1 0 0 0 1 0 1 1 0 0 1 0 1 1 0 1 1 1 0 0 0 1 0 1],1,[1 1 1 1 2],[1 1 1 1 2],True,True,1.0,1.0,"[np.int64(3), np.int64(3), np.int64(2), np.int64(3), np.int64(3)]","[np.int64(4), np.int64(0), np.int64(1), np.int64(0), np.int64(1)]",False,False,0.0,0.0,[1 1 1 1 2],[1 1 1 1 2],True,True,0.078125,1.0,[1 1 1 1 2],[1 1 1 1 2],True,True,0.078125,0.078125
[1 0 0 0 0 0 1 1 1 0 0 1 1 1 1 0 1 1 0 1 0 0 1 1 1],2,[0 2 2 2 2],[0 2 2 2 2],True,True,1.0,1.0,"[np.int64(4), np.int64(1), np.int64(0), np.int64(3), np.int64(2)]","[np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(0)]",False,False,0.0,0.0,[2 2 2 2 2],[0 2 2 2 2],False,True,0.078125,1.0,[1 2 2 2 2],[1 2 2 2 2],False,False,0.078125,0.078125
[1 1 0 1 0 1 0 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 1],3,[3 3 2 3 4],[3 3 2 3 4],True,True,1.0,1.0,"[np.int64(2), np.int64(3), np.int64(2), np.int64(3), np.int64(1)]","[np.int64(2), np.int64(3), np.int64(2), np.int64(1), np.int64(2)]",False,False,0.0,0.0,[3 3 3 3 2],[3 3 2 3 4],False,True,0.078125,1.0,[3 3 0 3 0],[3 3 0 3 0],False,False,0.078125,0.078125
[1 1 0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 1 0 0],4,[4 0 4 3 4],[4 0 4 3 4],True,True,1.0,1.0,"[np.int64(0), np.int64(1), np.int64(3), np.int64(3), np.int64(2)]","[np.int64(0), np.int64(0), np.int64(2), np.int64(2), np.int64(1)]",False,False,0.0,0.0,[4 0 4 2 4],[4 0 4 3 4],False,True,0.078125,1.0,[4 0 4 0 4],[4 0 4 0 4],False,False,0.078125,0.078125
[1 0 0 1 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0],0,[0 1 2 0 4],[0 1 2 0 4],True,True,1.0,1.0,"[np.int64(3), np.int64(1), np.int64(2), np.int64(3), np.int64(2)]","[np.int64(4), np.int64(2), np.int64(1), np.int64(2), np.int64(2)]",False,False,0.0,0.0,[0 0 0 0 2],[0 1 2 0 4],False,True,0.078125,1.0,[0 0 0 0 2],[0 0 0 0 0],False,False,0.078125,0.078125
