As,Argmax_Model_Trees,Argmax_True_Trees,Argmax_Model_Mask,Argmax_True_Mask,Argmax_Model_Accuracy,Argmax_True_Accuracy,Random_Model_Trees,Random_True_Trees,Random_Model_Mask,Random_True_Mask,Random_Model_Accuracy,Random_True_Accuracy,Upwards_Model_Trees,Upwards_True_Trees,Upwards_Model_Mask,Upwards_True_Mask,Upwards_Model_Accuracy,Upwards_True_Accuracy,altUpwards_Model_Trees,altUpwards_True_Trees,altUpwards_Model_Mask,altUpwards_True_Mask,altUpwards_Model_Accuracy,altUpwards_True_Accuracy,Argmax_Model_Uniques,Argmax_Model_Valids_Uniques,Argmax_Model_Valids,Argmax_Model_Unique_Counts,Argmax_Model_Valid_Unique_Counts,Argmax_Model_Valid_Counts,Argmax_True_Uniques,Argmax_True_Valids_Uniques,Argmax_True_Valids,Argmax_True_Unique_Counts,Argmax_True_Valid_Unique_Counts,Argmax_True_Valid_Counts,Random_Model_Uniques,Random_Model_Valids_Uniques,Random_Model_Valids,Random_Model_Unique_Counts,Random_Model_Valid_Unique_Counts,Random_Model_Valid_Counts,Random_True_Uniques,Random_True_Valids_Uniques,Random_True_Valids,Random_True_Unique_Counts,Random_True_Valid_Unique_Counts,Random_True_Valid_Counts,Upwards_Model_Uniques,Upwards_Model_Valids_Uniques,Upwards_Model_Valids,Upwards_Model_Unique_Counts,Upwards_Model_Valid_Unique_Counts,Upwards_Model_Valid_Counts,Upwards_True_Uniques,Upwards_True_Valids_Uniques,Upwards_True_Valids,Upwards_True_Unique_Counts,Upwards_True_Valid_Unique_Counts,Upwards_True_Valid_Counts,altUpwards_Model_Uniques,altUpwards_Model_Valids_Uniques,altUpwards_Model_Valids,altUpwards_Model_Unique_Counts,altUpwards_Model_Valid_Unique_Counts,altUpwards_Model_Valid_Counts,altUpwards_True_Uniques,altUpwards_True_Valids_Uniques,altUpwards_True_Valids,altUpwards_True_Unique_Counts,altUpwards_True_Valid_Unique_Counts,altUpwards_True_Valid_Counts
[1 1 0 0 0 0 1 0 0 0 0 1 1 0 1 1 0 0 1 1 0 0 0 1 1],[0 0 2 4 2],[0 0 2 4 2],True,True,0.75,0.9375,"[np.int64(0), np.int64(0), np.int64(3), np.int64(1), np.int64(0)]","[np.int64(2), np.int64(1), np.int64(4), np.int64(1), np.int64(4)]",False,False,0.015625,0.0,[0 0 2 4 2],[0 0 2 4 2],True,True,0.8125,0.75,[0. 0. 2. 4. 2.],[0. 0. 2. 4. 2.],True,True,0.71875,0.84375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,0.08,0.5,0.96,2,1,24,0.04,1.0,1.0,1,1,25
[0 0 1 1 1 1 0 1 0 0 1 1 1 0 0 1 0 1 1 1 1 1 0 0 1],[0 4 1 0 3],[0 4 1 0 3],True,True,0.75,0.9375,"[np.int64(2), np.int64(1), np.int64(0), np.int64(0), np.int64(2)]","[np.int64(1), np.int64(1), np.int64(0), np.int64(4), np.int64(0)]",False,False,0.015625,0.0,[0 4 0 0 0],[0 4 0 0 3],True,True,0.8125,0.75,[0. 2. 0. 0. 3.],[0. 2. 0. 0. 0.],True,True,0.71875,0.84375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.4,0.9,0.88,10,9,22,0.36,0.7777777777777778,0.68,9,7,17,0.4,0.7,0.6,10,7,15,0.32,0.75,0.56,8,6,14
[0 1 0 0 1 1 1 1 1 0 1 1 1 0 1 0 1 1 0 0 1 1 0 0 1],[0 0 1 1 2],[0 4 3 1 0],True,True,0.75,0.9375,"[np.int64(1), np.int64(4), np.int64(2), np.int64(1), np.int64(0)]","[np.int64(0), np.int64(3), np.int64(4), np.int64(2), np.int64(1)]",False,False,0.015625,0.0,[0 0 3 1 0],[0 0 3 1 0],True,True,0.8125,0.75,[0. 0. 3. 1. 2.],[0. 4. 3. 1. 0.],True,True,0.71875,0.84375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.52,0.38461538461538464,0.4,13,5,10,0.32,0.75,0.84,8,6,21,0.44,0.5454545454545454,0.6,11,6,15,0.32,0.75,0.72,8,6,18
[1 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 1 0 1 0 1],[0 2 4 0 3],[0 2 4 0 3],True,True,0.75,0.9375,"[np.int64(2), np.int64(4), np.int64(3), np.int64(0), np.int64(1)]","[np.int64(1), np.int64(4), np.int64(2), np.int64(0), np.int64(3)]",False,False,0.015625,0.0,[0 2 4 0 3],[0 2 4 0 3],True,True,0.8125,0.75,[0. 1. 4. 0. 3.],[0. 2. 4. 0. 3.],False,True,0.71875,0.84375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.12,0.3333333333333333,0.6,3,1,15,0.04,1.0,1.0,1,1,25,0.16,0.25,0.56,4,1,14,0.04,1.0,1.0,1,1,25
[0 0 1 1 1 1 0 1 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 1],[0 3 1 2 2],[0 3 0 2 2],False,True,0.75,0.9375,"[np.int64(4), np.int64(2), np.int64(2), np.int64(0), np.int64(1)]","[np.int64(4), np.int64(0), np.int64(2), np.int64(4), np.int64(4)]",False,False,0.015625,0.0,[0 3 1 2 2],[0 3 1 2 2],False,False,0.8125,0.75,[0. 3. 0. 2. 2.],[0. 3. 0. 0. 2.],True,True,0.71875,0.84375,0.04,0.0,0.0,1,0,0,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.04,0.04,25,1,1,0.4,0.6,0.56,10,6,14,0.32,0.75,0.72,8,6,18,0.4,0.6,0.56,10,6,14,0.24,0.6666666666666666,0.76,6,4,19
[0 1 0 1 1 1 0 0 1 1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 1],[0 0 2 1 0],[0 0 2 1 1],True,True,0.75,0.9375,"[np.int64(0), np.int64(0), np.int64(3), np.int64(0), np.int64(1)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(1)]",False,False,0.015625,0.0,[0 0 2 1 0],[0 0 2 1 0],True,True,0.8125,0.75,[0. 0. 2. 1. 1.],[0. 0. 2. 1. 1.],True,True,0.71875,0.84375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.16,1.0,1.0,4,4,25,0.16,1.0,1.0,4,4,25,0.16,1.0,1.0,4,4,25,0.16,1.0,1.0,4,4,25
[0 0 0 0 0 0 1 1 1 0 0 0 0 1 0 1 0 1 0 1 1 1 0 0 1],[0 1 3 2 3],[0 1 1 2 3],False,True,0.75,0.9375,"[np.int64(3), np.int64(2), np.int64(2), np.int64(3), np.int64(2)]","[np.int64(0), np.int64(1), np.int64(0), np.int64(2), np.int64(4)]",False,False,0.015625,0.0,[0 1 3 2 3],[0 1 3 2 3],False,False,0.8125,0.75,[0. 1. 3. 1. 3.],[0. 1. 1. 2. 3.],True,True,0.71875,0.84375,0.04,0.0,0.0,1,0,0,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.16,0.75,0.72,4,3,18,0.16,0.75,0.64,4,3,16,0.16,0.75,0.56,4,3,14,0.16,0.75,0.68,4,3,17
[1 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 1 0 1 0 1],[0 2 4 0 3],[0 2 4 0 3],True,True,0.75,0.9375,"[np.int64(3), np.int64(3), np.int64(4), np.int64(1), np.int64(4)]","[np.int64(3), np.int64(4), np.int64(4), np.int64(2), np.int64(3)]",False,False,0.015625,0.0,[0 2 4 0 3],[0 2 4 0 3],True,True,0.8125,0.75,[0. 2. 4. 0. 3.],[0. 2. 4. 0. 3.],True,True,0.71875,0.84375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.08,0.5,0.56,2,1,14,0.04,1.0,1.0,1,1,25,0.12,0.3333333333333333,0.68,3,1,17,0.04,1.0,1.0,1,1,25
[0 1 0 0 1 0 0 0 1 0 1 1 0 1 1 0 0 0 0 0 1 1 1 0 1],[0 0 4 2 0],[0 0 4 1 0],True,True,0.75,0.9375,"[np.int64(2), np.int64(0), np.int64(1), np.int64(2), np.int64(0)]","[np.int64(1), np.int64(1), np.int64(0), np.int64(4), np.int64(3)]",False,False,0.015625,0.0,[0 0 4 2 0],[0 0 4 2 0],True,True,0.8125,0.75,[0. 1. 4. 2. 0.],[0. 4. 4. 2. 0.],False,True,0.71875,0.84375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.32,0.625,0.72,8,5,18,0.24,1.0,1.0,6,6,25,0.32,0.625,0.8,8,5,20,0.2,1.0,1.0,5,5,25
[0 1 1 0 1 1 0 0 0 1 0 1 1 1 1 0 1 1 0 0 0 1 1 1 1],[0 0 0 4 1],[0 3 3 4 1],True,False,0.75,0.9375,"[np.int64(4), np.int64(4), np.int64(1), np.int64(2), np.int64(1)]","[np.int64(4), np.int64(4), np.int64(3), np.int64(4), np.int64(1)]",False,False,0.015625,0.0,[0 2 0 2 0],[0 3 4 4 1],True,False,0.8125,0.75,[0. 0. 0. 4. 2.],[0. 3. 3. 2. 1.],True,False,0.71875,0.84375,0.04,1.0,1.0,1,1,25,0.04,0.0,0.0,1,0,0,1.0,0.0,0.0,25,0,0,0.96,0.0,0.0,24,0,0,0.84,0.5238095238095238,0.48,21,11,12,0.76,0.5789473684210527,0.56,19,11,14,0.84,0.5238095238095238,0.52,21,11,13,0.72,0.5,0.4,18,9,10
[1 1 0 0 1 0 1 1 1 1 1 1 1 1 0 0 1 1 1 0 0 0 1 0 1],[0 0 4 2 1],[0 0 4 1 0],True,True,0.75,0.9375,"[np.int64(4), np.int64(4), np.int64(2), np.int64(2), np.int64(2)]","[np.int64(3), np.int64(3), np.int64(2), np.int64(2), np.int64(4)]",False,False,0.015625,0.0,[0 0 4 1 1],[0 2 1 1 1],True,False,0.8125,0.75,[0. 0. 3. 1. 0.],[0. 3. 1. 1. 1.],True,False,0.71875,0.84375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.84,0.38095238095238093,0.4,21,8,10,0.72,0.3333333333333333,0.44,18,6,11,0.8,0.35,0.32,20,7,8,0.72,0.4444444444444444,0.4,18,8,10
[0 1 0 1 1 1 0 0 1 1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 1],[0 0 2 1 0],[0 0 2 1 1],True,True,0.75,0.9375,"[np.int64(4), np.int64(3), np.int64(1), np.int64(4), np.int64(3)]","[np.int64(1), np.int64(3), np.int64(3), np.int64(0), np.int64(4)]",False,False,0.015625,0.0,[0 0 2 0 0],[0 0 2 1 0],True,True,0.8125,0.75,[0. 0. 2. 1. 1.],[0. 0. 2. 0. 0.],True,True,0.71875,0.84375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,0.96,0.0,0.0,24,0,0,1.0,0.0,0.0,25,0,0,0.16,1.0,1.0,4,4,25,0.16,1.0,1.0,4,4,25,0.16,1.0,1.0,4,4,25,0.16,1.0,1.0,4,4,25
[1 1 0 0 0 0 0 1 0 0 0 1 1 1 1 0 1 0 0 1 1 1 1 0 0],[0 0 1 2 2],[0 0 1 2 2],True,True,0.75,0.9375,"[np.int64(4), np.int64(1), np.int64(3), np.int64(2), np.int64(0)]","[np.int64(2), np.int64(2), np.int64(0), np.int64(2), np.int64(3)]",False,False,0.015625,0.0,[0 0 1 2 2],[0 0 1 2 2],True,True,0.8125,0.75,[0. 0. 1. 2. 2.],[0. 0. 1. 2. 3.],True,True,0.71875,0.84375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.12,0.6666666666666666,0.88,3,2,22,0.08,1.0,1.0,2,2,25,0.2,0.4,0.8,5,2,20,0.08,1.0,1.0,2,2,25
[0 0 0 0 0 1 1 1 0 1 0 1 1 0 1 1 0 0 1 0 0 0 1 0 0],[0 1 1 3 1],[0 1 1 3 2],True,True,0.75,0.9375,"[np.int64(4), np.int64(4), np.int64(4), np.int64(0), np.int64(2)]","[np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(1)]",False,False,0.015625,0.0,[0 1 4 3 1],[0 1 4 3 2],True,False,0.8125,0.75,[0. 1. 4. 3. 2.],[0. 1. 1. 3. 2.],False,True,0.71875,0.84375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.16,0.75,0.8,4,3,20,0.16,0.75,0.68,4,3,17,0.16,0.75,0.88,4,3,22,0.16,0.75,0.76,4,3,19
[0 1 0 0 1 1 1 1 1 0 1 1 1 0 1 0 1 1 0 0 1 1 0 0 1],[0 0 1 1 2],[0 4 3 1 0],True,True,0.75,0.9375,"[np.int64(3), np.int64(2), np.int64(0), np.int64(4), np.int64(1)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(1), np.int64(4)]",False,False,0.015625,0.0,[0 0 1 1 0],[0 0 3 1 0],True,True,0.8125,0.75,[0. 2. 3. 1. 0.],[0. 0. 1. 1. 0.],False,True,0.71875,0.84375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.04,0.04,25,1,1,0.96,0.0,0.0,24,0,0,0.48,0.4166666666666667,0.48,12,5,12,0.28,0.7142857142857143,0.76,7,5,19,0.56,0.42857142857142855,0.56,14,6,14,0.28,0.7142857142857143,0.76,7,5,19
[0 0 1 1 1 1 1 0 0 0 1 1 0 0 1 1 1 0 1 1 1 1 0 0 1],[0 4 0 0 3],[0 4 0 0 2],True,True,0.75,0.9375,"[np.int64(2), np.int64(2), np.int64(2), np.int64(1), np.int64(2)]","[np.int64(1), np.int64(2), np.int64(4), np.int64(0), np.int64(4)]",False,False,0.015625,0.0,[0 3 0 0 0],[0 3 0 0 2],True,True,0.8125,0.75,[0. 2. 0. 0. 0.],[0. 2. 0. 0. 2.],True,True,0.71875,0.84375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.36,1.0,1.0,9,9,25,0.32,1.0,1.0,8,8,25,0.36,1.0,1.0,9,9,25,0.32,1.0,1.0,8,8,25
[0 0 1 1 1 1 0 1 0 0 1 1 1 0 0 1 0 1 1 1 1 1 0 0 1],[0 4 1 0 3],[0 4 1 0 3],True,True,0.75,0.9375,"[np.int64(0), np.int64(0), np.int64(2), np.int64(0), np.int64(2)]","[np.int64(0), np.int64(2), np.int64(4), np.int64(4), np.int64(3)]",False,False,0.015625,0.0,[0 4 1 0 3],[0 4 1 0 3],True,True,0.8125,0.75,[0. 4. 1. 0. 0.],[0. 4. 1. 0. 3.],True,True,0.71875,0.84375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.4,0.8,0.68,10,8,17,0.32,0.75,0.92,8,6,23,0.4,0.8,0.84,10,8,21,0.36,0.8888888888888888,0.72,9,8,18
[0 0 0 0 0 0 1 1 1 0 0 0 0 1 0 1 0 1 0 1 1 1 0 0 1],[0 1 3 2 3],[0 1 1 2 3],False,True,0.75,0.9375,"[np.int64(2), np.int64(3), np.int64(2), np.int64(1), np.int64(1)]","[np.int64(1), np.int64(4), np.int64(1), np.int64(3), np.int64(2)]",False,False,0.015625,0.0,[0 1 3 1 3],[0 1 1 1 3],True,True,0.8125,0.75,[0. 1. 3. 2. 3.],[0. 1. 1. 2. 3.],False,True,0.71875,0.84375,0.04,0.0,0.0,1,0,0,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.16,0.75,0.72,4,3,18,0.16,0.75,0.76,4,3,19,0.16,0.75,0.72,4,3,18,0.16,0.75,0.8,4,3,20
[1 0 1 0 1 0 1 1 0 0 1 0 1 0 1 1 0 1 1 0 1 1 0 0 0],[0 4 0 3 2],[0 4 0 3 0],True,True,0.75,0.9375,"[np.int64(0), np.int64(0), np.int64(3), np.int64(2), np.int64(4)]","[np.int64(3), np.int64(1), np.int64(0), np.int64(3), np.int64(4)]",False,False,0.015625,0.0,[0 4 0 3 0],[0 4 0 3 0],True,True,0.8125,0.75,[0. 4. 0. 3. 2.],[0. 4. 1. 3. 0.],True,True,0.71875,0.84375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.16,0.75,0.76,4,3,19,0.16,0.75,0.72,4,3,18,0.16,0.75,0.76,4,3,19,0.16,0.75,0.72,4,3,18
[0 0 1 1 0 1 1 1 0 0 1 1 1 1 0 1 0 1 1 0 1 1 1 1 1],[0 2 0 2 4],[0 2 0 2 4],True,True,0.75,0.9375,"[np.int64(2), np.int64(1), np.int64(4), np.int64(4), np.int64(2)]","[np.int64(0), np.int64(1), np.int64(3), np.int64(1), np.int64(0)]",False,False,0.015625,0.0,[0 2 0 0 4],[0 2 0 2 4],True,True,0.8125,0.75,[0. 2. 0. 0. 4.],[0. 2. 0. 2. 4.],True,True,0.71875,0.84375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,0.96,0.0,0.0,24,0,0,0.2,0.6,0.72,5,3,18,0.16,0.75,0.6,4,3,15,0.2,0.6,0.76,5,3,19,0.16,0.75,0.8,4,3,20
[1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 1 0 1 1 1 1 0 1 1],[0 3 0 1 3],[0 4 0 0 3],False,True,0.75,0.9375,"[np.int64(1), np.int64(0), np.int64(1), np.int64(3), np.int64(2)]","[np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(0)]",False,False,0.015625,0.0,[0 0 0 0 0],[0 3 0 4 3],True,False,0.8125,0.75,[0. 3. 0. 0. 3.],[0. 4. 0. 0. 3.],True,True,0.71875,0.84375,0.04,0.0,0.0,1,0,0,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.04,0.04,25,1,1,0.68,0.7647058823529411,0.72,17,13,18,0.56,0.7142857142857143,0.76,14,10,19,0.6,0.6666666666666666,0.64,15,10,16,0.6,0.6,0.52,15,9,13
[0 0 1 1 1 1 0 1 0 0 1 0 0 0 0 1 1 1 1 0 0 0 1 0 1],[0 3 0 0 0],[0 3 4 0 0],True,True,0.75,0.9375,"[np.int64(4), np.int64(4), np.int64(2), np.int64(1), np.int64(0)]","[np.int64(3), np.int64(1), np.int64(0), np.int64(3), np.int64(1)]",False,False,0.015625,0.0,[0 3 0 0 0],[0 3 4 0 0],True,True,0.8125,0.75,[0. 3. 0. 0. 4.],[0. 3. 4. 0. 0.],False,True,0.71875,0.84375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.16,1.0,1.0,4,4,25,0.16,1.0,1.0,4,4,25,0.2,0.8,0.96,5,4,24,0.16,1.0,1.0,4,4,25
[1 1 1 1 1 0 1 1 0 0 0 0 0 1 1 0 1 1 0 1 0 0 0 1 1],[0 3 3 4 2],[0 3 1 4 2],False,False,0.75,0.9375,"[np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0)]","[np.int64(4), np.int64(3), np.int64(4), np.int64(2), np.int64(3)]",True,False,0.015625,0.0,[0 3 3 4 3],[0 3 1 4 2],False,False,0.8125,0.75,[0. 0. 0. 0. 2.],[0. 3. 1. 4. 0.],True,True,0.71875,0.84375,0.04,0.0,0.0,1,0,0,0.04,0.0,0.0,1,0,0,1.0,0.0,0.0,25,0,0,0.96,0.0,0.0,24,0,0,0.84,0.5714285714285714,0.6,21,12,15,0.72,0.5,0.44,18,9,11,0.8,0.6,0.52,20,12,13,0.72,0.5555555555555556,0.44,18,10,11
[1 1 0 1 1 0 0 1 1 1 1 0 0 0 0 0 1 0 1 1 0 1 0 0 1],[0 4 1 1 1],[0 4 1 1 0],False,True,0.75,0.9375,"[np.int64(4), np.int64(4), np.int64(2), np.int64(3), np.int64(1)]","[np.int64(4), np.int64(4), np.int64(2), np.int64(0), np.int64(1)]",False,False,0.015625,0.0,[0 4 1 1 0],[0 0 1 1 3],True,True,0.8125,0.75,[0. 0. 1. 1. 1.],[0. 3. 1. 1. 0.],True,False,0.71875,0.84375,0.04,0.0,0.0,1,0,0,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.56,0.7142857142857143,0.76,14,10,19,0.48,0.5833333333333334,0.56,12,7,14,0.56,0.7142857142857143,0.72,14,10,18,0.44,0.6363636363636364,0.72,11,7,18
[0 0 0 0 1 0 1 1 0 1 1 1 0 1 0 1 0 1 0 0 0 0 0 1 0],[0 2 3 4 0],[0 2 3 4 0],True,True,0.75,0.9375,"[np.int64(4), np.int64(2), np.int64(4), np.int64(3), np.int64(3)]","[np.int64(4), np.int64(0), np.int64(1), np.int64(2), np.int64(0)]",False,False,0.015625,0.0,[0 2 3 4 0],[0 2 3 4 0],True,True,0.8125,0.75,[0. 2. 3. 4. 0.],[0. 2. 3. 4. 0.],True,True,0.71875,0.84375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.16,0.25,0.72,4,1,18,0.04,1.0,1.0,1,1,25,0.16,0.25,0.72,4,1,18,0.04,1.0,1.0,1,1,25
[0 0 0 0 0 0 1 1 1 0 0 0 0 1 0 1 0 1 0 1 1 1 0 0 1],[0 1 3 2 3],[0 1 1 2 3],False,True,0.75,0.9375,"[np.int64(0), np.int64(4), np.int64(3), np.int64(3), np.int64(2)]","[np.int64(4), np.int64(0), np.int64(1), np.int64(0), np.int64(3)]",False,False,0.015625,0.0,[0 1 3 1 3],[0 1 1 2 3],True,True,0.8125,0.75,[0. 1. 3. 1. 3.],[0. 1. 1. 2. 3.],True,True,0.71875,0.84375,0.04,0.0,0.0,1,0,0,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.16,0.75,0.6,4,3,15,0.16,0.75,0.76,4,3,19,0.16,0.75,0.56,4,3,14,0.16,0.75,0.84,4,3,21
[0 0 1 1 1 1 0 1 0 0 1 1 1 0 0 1 0 1 1 1 1 1 0 0 1],[0 4 1 0 3],[0 4 1 0 3],True,True,0.75,0.9375,"[np.int64(4), np.int64(4), np.int64(0), np.int64(4), np.int64(2)]","[np.int64(4), np.int64(0), np.int64(4), np.int64(3), np.int64(0)]",False,False,0.015625,0.0,[0 4 1 0 3],[0 4 1 0 0],True,True,0.8125,0.75,[0. 4. 1. 0. 0.],[0. 2. 3. 0. 3.],True,True,0.71875,0.84375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.4,0.8,0.68,10,8,17,0.36,0.7777777777777778,0.84,9,7,21,0.44,0.8181818181818182,0.76,11,9,19,0.32,0.75,0.68,8,6,17
[0 0 0 1 0 1 1 0 1 1 1 0 0 0 1 1 1 0 1 1 1 0 0 1 0],[0 3 2 0 3],[0 3 2 0 3],True,True,0.75,0.9375,"[np.int64(4), np.int64(4), np.int64(4), np.int64(2), np.int64(0)]","[np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(2)]",False,False,0.015625,0.0,[0 3 2 0 1],[0 3 2 0 3],True,True,0.8125,0.75,[0. 3. 2. 0. 3.],[0. 3. 2. 0. 3.],True,True,0.71875,0.84375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.12,0.6666666666666666,0.96,3,2,24,0.08,1.0,1.0,2,2,25,0.12,0.6666666666666666,0.88,3,2,22,0.08,1.0,1.0,2,2,25
[1 0 1 0 1 1 0 1 0 1 0 0 1 1 0 0 1 0 1 0 1 1 1 1 1],[0 3 0 2 0],[0 3 0 2 1],True,True,0.75,0.9375,"[np.int64(3), np.int64(1), np.int64(2), np.int64(2), np.int64(2)]","[np.int64(2), np.int64(3), np.int64(0), np.int64(4), np.int64(2)]",False,False,0.015625,0.0,[0 4 4 2 0],[0 3 0 2 1],True,True,0.8125,0.75,[0. 4. 0. 4. 0.],[0. 3. 0. 2. 1.],True,True,0.71875,0.84375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.6,0.6666666666666666,0.72,15,10,18,0.36,0.2222222222222222,0.56,9,2,14,0.56,0.6428571428571429,0.68,14,9,17,0.36,0.4444444444444444,0.64,9,4,16
[0 0 1 1 1 1 0 1 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 1],[0 3 1 2 2],[0 3 0 2 2],False,True,0.75,0.9375,"[np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(3)]","[np.int64(3), np.int64(1), np.int64(4), np.int64(4), np.int64(4)]",False,False,0.015625,0.0,[0 3 0 0 0],[0 3 1 2 2],True,False,0.8125,0.75,[0. 3. 0. 2. 0.],[0. 3. 1. 2. 2.],True,False,0.71875,0.84375,0.04,0.0,0.0,1,0,0,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.4,0.6,0.64,10,6,16,0.28,0.7142857142857143,0.68,7,5,17,0.44,0.6363636363636364,0.56,11,7,14,0.28,0.7142857142857143,0.8,7,5,20
[1 0 1 1 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 1 1 0 1 0],[0 4 0 0 3],[0 4 0 4 0],True,True,0.75,0.9375,"[np.int64(3), np.int64(1), np.int64(2), np.int64(3), np.int64(3)]","[np.int64(4), np.int64(3), np.int64(2), np.int64(2), np.int64(0)]",False,False,0.015625,0.0,[0 4 0 1 3],[0 4 0 4 3],False,False,0.8125,0.75,[0. 4. 0. 4. 3.],[0. 4. 0. 4. 3.],False,False,0.71875,0.84375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.04,0.04,25,1,1,0.32,0.75,0.76,8,6,19,0.28,0.7142857142857143,0.76,7,5,19,0.32,0.75,0.64,8,6,16,0.28,0.7142857142857143,0.44,7,5,11
